case_id,source_job_title,raw_skill,normalized_skill,normalization_method
JD042,推荐大模型算法实习生-抖音直播,生成式推荐,模型后训练,人工逐条语义映射：生成式推荐归入模型后训练
JD042,推荐大模型算法实习生-抖音直播,模型后训练,模型后训练,项目泛抽取词典
JD042,推荐大模型算法实习生-抖音直播,模型训练,模型训练,项目泛抽取词典
JD043,推荐算法工程师-抖音,推荐算法,Machine Learning,项目泛抽取词典
JD043,推荐算法工程师-抖音,机器学习,Machine Learning,项目泛抽取词典
JD043,推荐算法工程师-抖音,NLP,NLP,项目泛抽取词典
JD043,推荐算法工程师-抖音,图神经网络,知识图谱,项目泛抽取词典
JD043,推荐算法工程师-抖音,模型压缩,模型压缩,项目泛抽取词典
JD043,推荐算法工程师-抖音,模型加速,模型推理,人工逐条语义映射：模型加速归入模型推理优化
JD043,推荐算法工程师-抖音,多模态,Multimodal AI,项目泛抽取词典
JD044,软件开发,Java,Java,项目泛抽取词典
JD044,软件开发,Python,Python,项目泛抽取词典
JD044,软件开发,Go,Go,人工确认的缩写/大小写等价
JD044,软件开发,分布式存储,数据工程,人工逐条语义映射：分布式存储归入数据工程
JD044,软件开发,性能优化,性能优化,项目泛抽取词典
JD044,软件开发,分布式系统,系统开发,项目泛抽取词典
JD045,数据分析师-TikTok用户增长,数据统计,Data Science,人工逐条语义映射：数据统计归入数据科学
JD045,数据分析师-TikTok用户增长,数据获取,数据工程,人工逐条语义映射：数据获取归入数据工程
JD045,数据分析师-TikTok用户增长,指标设计,数据工程,人工逐条语义映射：指标设计归入数据工程
JD046,AIGC算法实习生-Seed,C++,C/C++,项目泛抽取词典
JD046,AIGC算法实习生-Seed,Python,Python,项目泛抽取词典
JD046,AIGC算法实习生-Seed,TensorFlow,TensorFlow,项目泛抽取词典
JD046,AIGC算法实习生-Seed,PyTorch,PyTorch,项目泛抽取词典
JD046,AIGC算法实习生-Seed,VLM,VLM,项目泛抽取词典
JD046,AIGC算法实习生-Seed,AIGC,AIGC,项目泛抽取词典
JD047,AIGC算法实习生-Seed,C++,C/C++,项目泛抽取词典
JD047,AIGC算法实习生-Seed,Python,Python,项目泛抽取词典
JD047,AIGC算法实习生-Seed,TensorFlow,TensorFlow,项目泛抽取词典
JD047,AIGC算法实习生-Seed,PyTorch,PyTorch,项目泛抽取词典
JD047,AIGC算法实习生-Seed,图像生成,图像图形技术,项目泛抽取词典
JD047,AIGC算法实习生-Seed,LLM,LLM,项目泛抽取词典
JD048,推荐算法工程师-抖音,机器学习,Machine Learning,项目泛抽取词典
JD048,推荐算法工程师-抖音,NLP,NLP,项目泛抽取词典
JD048,推荐算法工程师-抖音,计算机视觉,计算机视觉,项目泛抽取词典
JD048,推荐算法工程师-抖音,LR,Learning to Rank,人工逐条语义映射：LR排序模型归入Learning to Rank
JD048,推荐算法工程师-抖音,DNN,Deep Learning,人工逐条语义映射：DNN归入深度学习
JD048,推荐算法工程师-抖音,C++,C/C++,项目泛抽取词典
JD048,推荐算法工程师-抖音,Python,Python,项目泛抽取词典
JD048,推荐算法工程师-抖音,Linux,Linux,项目泛抽取词典
JD048,推荐算法工程师-抖音,多模态,Multimodal AI,项目泛抽取词典
JD048,推荐算法工程师-抖音,模型压缩,模型压缩,项目泛抽取词典
JD048,推荐算法工程师-抖音,模型加速,模型推理,人工逐条语义映射：模型加速归入模型推理优化
JD048,推荐算法工程师-抖音,图神经网络,知识图谱,项目泛抽取词典
JD049,高级前端开发工程师（大模型方向）-Data AML,操作系统,系统开发,人工逐条语义映射：操作系统开发与系统开发能力归并
JD049,高级前端开发工程师（大模型方向）-Data AML,HTML,HTML,项目泛抽取词典
JD049,高级前端开发工程师（大模型方向）-Data AML,CSS,CSS,项目泛抽取词典
JD049,高级前端开发工程师（大模型方向）-Data AML,JavaScript,JavaScript,项目泛抽取词典
JD049,高级前端开发工程师（大模型方向）-Data AML,React,React,项目泛抽取词典
JD049,高级前端开发工程师（大模型方向）-Data AML,Webpack,Web,人工逐条语义映射：Webpack归入Web
JD049,高级前端开发工程师（大模型方向）-Data AML,前端框架,Web,人工逐条语义映射：前端框架归入Web开发
JD050,前端开发工程师（机器审核）-国际化内容安全平台,JavaScript,JavaScript,项目泛抽取词典
JD050,前端开发工程师（机器审核）-国际化内容安全平台,Go,Go,人工确认的缩写/大小写等价
JD050,前端开发工程师（机器审核）-国际化内容安全平台,Java,Java,项目泛抽取词典
JD050,前端开发工程师（机器审核）-国际化内容安全平台,React,React,项目泛抽取词典
JD050,前端开发工程师（机器审核）-国际化内容安全平台,Vue.js,Vue.js,项目泛抽取词典
JD051,本地生活搜索算法专家-【搜索】,Linux,Linux,项目泛抽取词典
JD051,本地生活搜索算法专家-【搜索】,C++,C/C++,项目泛抽取词典
JD051,本地生活搜索算法专家-【搜索】,Python,Python,项目泛抽取词典
JD051,本地生活搜索算法专家-【搜索】,机器学习,Machine Learning,项目泛抽取词典
JD052,大数据测试开发工程师-Data,Java,Java,项目泛抽取词典
JD052,大数据测试开发工程师-Data,Python,Python,项目泛抽取词典
JD052,大数据测试开发工程师-Data,Go,Go,人工确认的缩写/大小写等价
JD052,大数据测试开发工程师-Data,MySQL,MySQL,项目泛抽取词典
JD053,电商搜索算法工程师,Linux,Linux,项目泛抽取词典
JD053,电商搜索算法工程师,C++,C/C++,项目泛抽取词典
JD053,电商搜索算法工程师,Python,Python,项目泛抽取词典
JD053,电商搜索算法工程师,机器学习,Machine Learning,项目泛抽取词典
JD054,测试开发工程师（J84347）,Linux,Linux,项目泛抽取词典
JD054,测试开发工程师（J84347）,Unix,Linux,人工逐条语义映射：Unix归入Linux
JD054,测试开发工程师（J84347）,Shell,Shell脚本,人工逐条语义映射：Shell归入Shell脚本
JD054,测试开发工程师（J84347）,Go,Go,人工确认的缩写/大小写等价
JD054,测试开发工程师（J84347）,Python,Python,项目泛抽取词典
JD054,测试开发工程师（J84347）,软件测试,软件测试,项目泛抽取词典
JD055,AI应用开发工程师-账会清算,Go,Go,人工确认的缩写/大小写等价
JD055,AI应用开发工程师-账会清算,Python,Python,项目泛抽取词典
JD055,AI应用开发工程师-账会清算,Java,Java,项目泛抽取词典
JD055,AI应用开发工程师-账会清算,后端开发,软件开发,项目泛抽取词典
JD055,AI应用开发工程师-账会清算,AI应用开发,AI应用开发,项目泛抽取词典
JD056,资深测试开发工程师-CRM与交易平台,Linux,Linux,项目泛抽取词典
JD056,资深测试开发工程师-CRM与交易平台,Python,Python,项目泛抽取词典
JD056,资深测试开发工程师-CRM与交易平台,Java,Java,项目泛抽取词典
JD056,资深测试开发工程师-CRM与交易平台,Shell,Shell脚本,人工逐条语义映射：Shell归入Shell脚本
JD057,AI产品经理,语音交互,音视频技术,项目泛抽取词典
JD057,AI产品经理,AIGC,AIGC,项目泛抽取词典
JD057,AI产品经理,NLP,NLP,项目泛抽取词典
JD057,AI产品经理,大模型,LLM,项目泛抽取词典
JD058,前端开发实习生-安全与风控,HTML,HTML,项目泛抽取词典
JD058,前端开发实习生-安全与风控,CSS,CSS,项目泛抽取词典
JD058,前端开发实习生-安全与风控,JavaScript,JavaScript,项目泛抽取词典
JD058,前端开发实习生-安全与风控,HTTP,HTTP,项目泛抽取词典
JD058,前端开发实习生-安全与风控,React,React,项目泛抽取词典
JD058,前端开发实习生-安全与风控,TypeScript,TypeScript,项目泛抽取词典
JD059,LongCat - 通用 agent 算法研究员,强化学习,Machine Learning,项目泛抽取词典
JD059,LongCat - 通用 agent 算法研究员,大模型训练,模型训练,项目泛抽取词典
JD059,LongCat - 通用 agent 算法研究员,Agent,Agent,人工确认的缩写/大小写等价
JD060,Keeta技术-机器学习算法工程师/专家,Java,Java,项目泛抽取词典
JD060,Keeta技术-机器学习算法工程师/专家,Python,Python,项目泛抽取词典
JD060,Keeta技术-机器学习算法工程师/专家,Hive,数据工程,人工逐条语义映射：Hive归入数据工程
JD060,Keeta技术-机器学习算法工程师/专家,Spark,Spark,项目泛抽取词典
JD060,Keeta技术-机器学习算法工程师/专家,机器学习,Machine Learning,项目泛抽取词典
JD060,Keeta技术-机器学习算法工程师/专家,强化学习,Machine Learning,项目泛抽取词典
JD060,Keeta技术-机器学习算法工程师/专家,策略优化,模型调优,人工逐条语义映射：策略迭代优化归入模型调优
JD061,软件开发岗,AI,AI,项目泛抽取词典
JD061,软件开发岗,系统架构设计,系统开发,人工逐条语义映射：系统架构设计归入系统开发
JD062,前端开发实习生-字节云,HTML,HTML,项目泛抽取词典
JD062,前端开发实习生-字节云,CSS,CSS,项目泛抽取词典
JD062,前端开发实习生-字节云,JavaScript,JavaScript,项目泛抽取词典
JD062,前端开发实习生-字节云,Node.js,Node.js,项目泛抽取词典
JD063,Android客户端开发实习生,Java,Java,项目泛抽取词典
JD063,Android客户端开发实习生,Kotlin,Kotlin,项目泛抽取词典
JD063,Android客户端开发实习生,Android,Android,项目泛抽取词典
JD064,AI软件解决方案专家(FDE)（深圳/北京/上海）,云计算,云计算,项目泛抽取词典
JD064,AI软件解决方案专家(FDE)（深圳/北京/上海）,IaaS,云计算,人工逐条语义映射：IaaS归入云计算
JD064,AI软件解决方案专家(FDE)（深圳/北京/上海）,PaaS,云计算,人工逐条语义映射：PaaS归入云计算
JD064,AI软件解决方案专家(FDE)（深圳/北京/上海）,DevOps,自动化运维,人工逐条语义映射：DevOps归入自动化运维
JD064,AI软件解决方案专家(FDE)（深圳/北京/上海）,AI Coding,AI Coding,人工确认的缩写/大小写等价
JD064,AI软件解决方案专家(FDE)（深圳/北京/上海）,AI Ops,AIOps,人工逐条语义映射：按B盘词典规范名统一为AIOps
JD064,AI软件解决方案专家(FDE)（深圳/北京/上海）,Data Agent,Agent,人工逐条语义映射：Data Agent归入Agent
JD065,AIGC算法实习生-Commercial AI,C++,C/C++,项目泛抽取词典
JD065,AIGC算法实习生-Commercial AI,Python,Python,项目泛抽取词典
JD065,AIGC算法实习生-Commercial AI,PyTorch,PyTorch,项目泛抽取词典
JD065,AIGC算法实习生-Commercial AI,TensorFlow,TensorFlow,项目泛抽取词典
JD065,AIGC算法实习生-Commercial AI,PaddlePaddle,Deep Learning,人工逐条语义映射：PaddlePaddle归入深度学习框架
JD065,AIGC算法实习生-Commercial AI,AIGC模型训练,模型训练,人工逐条语义映射：AIGC模型训练归入模型训练
JD065,AIGC算法实习生-Commercial AI,推理优化,模型推理,项目泛抽取词典
JD065,AIGC算法实习生-Commercial AI,TensorRT-LLM,TensorRT-LLM,人工逐条语义映射：同名系统规范技能
JD065,AIGC算法实习生-Commercial AI,vLLM,vLLM,人工逐条语义映射：同名系统规范技能
JD066,AI应用开发实习生-Cross Platform,Android,Android,项目泛抽取词典
JD066,AI应用开发实习生-Cross Platform,iOS,Swift,人工逐条语义映射：iOS客户端开发归入Swift
JD066,AI应用开发实习生-Cross Platform,跨端开发,跨平台开发,项目泛抽取词典
JD066,AI应用开发实习生-Cross Platform,AI Agent,Agent,人工确认的缩写/大小写等价
JD066,AI应用开发实习生-Cross Platform,MCP,MCP协议,人工逐条语义映射：MCP归入MCP协议
JD066,AI应用开发实习生-Cross Platform,RAG,RAG,项目泛抽取词典
JD066,AI应用开发实习生-Cross Platform,SFT,模型微调,人工逐条语义映射：SFT归入模型微调
JD066,AI应用开发实习生-Cross Platform,Context Engineering,上下文工程,人工逐条语义映射：Context Engineering归入上下文工程
JD067,AI大模型应用专家,Python,Python,项目泛抽取词典
JD067,AI大模型应用专家,Java,Java,项目泛抽取词典
JD067,AI大模型应用专家,GPT,LLM,人工逐条语义映射：GPT归入LLM
JD067,AI大模型应用专家,LLaMA,LLM,人工逐条语义映射：LLaMA归入LLM
JD067,AI大模型应用专家,向量数据库,RAG,项目泛抽取词典
JD067,AI大模型应用专家,提示工程,prompt工程,人工确认的缩写/大小写等价
JD067,AI大模型应用专家,Agent架构,Agent,人工确认的缩写/大小写等价
JD067,AI大模型应用专家,大模型应用,AI应用开发,人工逐条语义映射：大模型应用落地归入AI应用开发
JD068,AI应用开发实习生-财经业务,Go,Go,人工确认的缩写/大小写等价
JD068,AI应用开发实习生-财经业务,Python,Python,项目泛抽取词典
JD068,AI应用开发实习生-财经业务,C++,C/C++,项目泛抽取词典
JD068,AI应用开发实习生-财经业务,算法设计,算法工程,人工逐条语义映射：算法设计归入算法工程
JD068,AI应用开发实习生-财经业务,LLM,LLM,项目泛抽取词典
JD068,AI应用开发实习生-财经业务,AI Agent,Agent,人工确认的缩写/大小写等价
JD068,AI应用开发实习生-财经业务,LangChain,LangChain,项目泛抽取词典
JD068,AI应用开发实习生-财经业务,RAG,RAG,项目泛抽取词典
JD069,游戏资深客户端开发工程师（科幻射击项目）-江南工作室,C#,编程语言,项目泛抽取词典
JD069,游戏资深客户端开发工程师（科幻射击项目）-江南工作室,Unity动画系统,UE,人工逐条语义映射：Unity动画系统归入UE
JD069,游戏资深客户端开发工程师（科幻射击项目）-江南工作室,动画性能优化,动画技术,项目泛抽取词典
JD069,游戏资深客户端开发工程师（科幻射击项目）-江南工作室,虚幻引擎,UE,人工逐条语义映射：虚幻引擎归入UE
JD069,游戏资深客户端开发工程师（科幻射击项目）-江南工作室,Motion Matching,动画技术,人工逐条语义映射：Motion Matching归入动画技术
JD070,客户端开发实习生-TikTok泛架构,Kotlin,Kotlin,项目泛抽取词典
JD070,客户端开发实习生-TikTok泛架构,Java,Java,项目泛抽取词典
JD070,客户端开发实习生-TikTok泛架构,Swift,Swift,项目泛抽取词典
JD070,客户端开发实习生-TikTok泛架构,C,C/C++,人工逐条语义映射：C语言归入C/C++
JD070,客户端开发实习生-TikTok泛架构,C++,C/C++,项目泛抽取词典
JD070,客户端开发实习生-TikTok泛架构,JavaScript,JavaScript,项目泛抽取词典
JD070,客户端开发实习生-TikTok泛架构,计算机网络,计算机网络,项目泛抽取词典
JD070,客户端开发实习生-TikTok泛架构,移动端开发,Android,人工逐条语义映射：移动端开发归入Android
JD070,客户端开发实习生-TikTok泛架构,客户端开发,游戏与图形开发,项目泛抽取词典
JD071,软件开发工程师,Java,Java,项目泛抽取词典
JD071,软件开发工程师,大数据,数据工程,项目泛抽取词典
JD071,软件开发工程师,后端开发,软件开发,项目泛抽取词典
JD071,软件开发工程师,分布式系统,系统开发,项目泛抽取词典
JD071,软件开发工程师,机器学习,Machine Learning,项目泛抽取词典
JD072,Android开发实习生-今日头条,Android,Android,项目泛抽取词典
JD072,Android开发实习生-今日头条,iOS,Swift,人工逐条语义映射：iOS客户端开发归入Swift
JD072,Android开发实习生-今日头条,移动开发,Android,人工逐条语义映射：移动开发归入Android
JD073,千问事业部-技术解决方案专家-杭州,智能硬件,硬件开发,人工逐条语义映射：智能硬件归入硬件开发
JD073,千问事业部-技术解决方案专家-杭州,AI技术,AI,人工逐条语义映射：AI技术归入AI能力
JD073,千问事业部-技术解决方案专家-杭州,PoC,AI,人工逐条语义映射：PoC技术验证归入AI能力
JD074,解决方案实习生-国际商业化客户解决方案,Python,Python,项目泛抽取词典
JD074,解决方案实习生-国际商业化客户解决方案,Go,Go,人工确认的缩写/大小写等价
JD074,解决方案实习生-国际商业化客户解决方案,Java,Java,项目泛抽取词典
JD074,解决方案实习生-国际商业化客户解决方案,JavaScript,JavaScript,项目泛抽取词典
JD075,广告算法架构工程师-Ads Infra,Linux,Linux,项目泛抽取词典
JD075,广告算法架构工程师-Ads Infra,C++,C/C++,项目泛抽取词典
JD075,广告算法架构工程师-Ads Infra,Golang,Go,人工逐条语义映射：Golang归入Go
JD075,广告算法架构工程师-Ads Infra,Java,Java,项目泛抽取词典
JD075,广告算法架构工程师-Ads Infra,深度学习,Machine Learning,项目泛抽取词典
JD076,广告算法工程师-Ads Core技术,生成式大模型,LLM,人工逐条语义映射：生成式大模型归入LLM
JD076,广告算法工程师-Ads Core技术,强化学习,Machine Learning,项目泛抽取词典
JD076,广告算法工程师-Ads Core技术,C,C/C++,人工逐条语义映射：C语言归入C/C++
JD076,广告算法工程师-Ads Core技术,C++,C/C++,项目泛抽取词典
JD076,广告算法工程师-Ads Core技术,Python,Python,项目泛抽取词典
JD076,广告算法工程师-Ads Core技术,机器学习,Machine Learning,项目泛抽取词典
JD076,广告算法工程师-Ads Core技术,数据结构,算法工程,人工逐条语义映射：数据结构归入算法工程
JD077,客户端开发实习生-APM,C++,C/C++,项目泛抽取词典
JD077,客户端开发实习生-APM,Swift,Swift,项目泛抽取词典
JD077,客户端开发实习生-APM,Java,Java,项目泛抽取词典
JD077,客户端开发实习生-APM,Kotlin,Kotlin,项目泛抽取词典
JD078,机器学习算法工程师-【信息安全】,Python,Python,项目泛抽取词典
JD078,机器学习算法工程师-【信息安全】,PyTorch,PyTorch,项目泛抽取词典
JD078,机器学习算法工程师-【信息安全】,TensorFlow,TensorFlow,项目泛抽取词典
JD078,机器学习算法工程师-【信息安全】,Scikit-learn,Machine Learning,人工逐条语义映射：Scikit-learn归入机器学习
JD078,机器学习算法工程师-【信息安全】,Spark,Spark,项目泛抽取词典
JD078,机器学习算法工程师-【信息安全】,Flink,Flink,项目泛抽取词典
JD078,机器学习算法工程师-【信息安全】,机器学习,Machine Learning,项目泛抽取词典
JD079,LongCat - 具身智能算法研究员,Python,Python,项目泛抽取词典
JD079,LongCat - 具身智能算法研究员,C++,C/C++,项目泛抽取词典
JD079,LongCat - 具身智能算法研究员,PyTorch,PyTorch,项目泛抽取词典
JD079,LongCat - 具身智能算法研究员,具身智能,机器人与自动驾驶,项目泛抽取词典
JD079,LongCat - 具身智能算法研究员,VLA,VLA模型,人工逐条语义映射：VLA归入VLA模型
JD079,LongCat - 具身智能算法研究员,机器人技术,机器人与自动驾驶,人工逐条语义映射：机器人技术归入机器人与自动驾驶
JD080,国际产研 软件开发工程师,软件开发,软件开发,项目泛抽取词典
JD080,国际产研 软件开发工程师,架构设计,系统开发,项目泛抽取词典
JD080,国际产研 软件开发工程师,技术选型,系统开发,人工逐条语义映射：技术选型归入系统开发
JD080,国际产研 软件开发工程师,核心模块开发,系统开发,人工逐条语义映射：核心模块开发归入系统开发
JD080,国际产研 软件开发工程师,C++,C/C++,项目泛抽取词典
JD080,国际产研 软件开发工程师,C,C/C++,人工逐条语义映射：C语言归入C/C++
JD080,国际产研 软件开发工程师,Python,Python,项目泛抽取词典
JD080,国际产研 软件开发工程师,Java,Java,项目泛抽取词典
JD081,AI应用研发工程师（电商治理）-服务体验与治理,Python,Python,项目泛抽取词典
JD081,AI应用研发工程师（电商治理）-服务体验与治理,Golang,Go,人工逐条语义映射：Golang归入Go
JD081,AI应用研发工程师（电商治理）-服务体验与治理,分布式系统,系统开发,项目泛抽取词典
JD081,AI应用研发工程师（电商治理）-服务体验与治理,Agent,Agent,人工确认的缩写/大小写等价
JD081,AI应用研发工程师（电商治理）-服务体验与治理,Skill,Agent,人工逐条语义映射：Agent Skill归入Agent
JD081,AI应用研发工程师（电商治理）-服务体验与治理,RAG,RAG,项目泛抽取词典
JD081,AI应用研发工程师（电商治理）-服务体验与治理,MCP,MCP协议,人工逐条语义映射：MCP归入MCP协议
JD081,AI应用研发工程师（电商治理）-服务体验与治理,LangChain,LangChain,项目泛抽取词典
JD081,AI应用研发工程师（电商治理）-服务体验与治理,LangGraph,Agent,人工逐条语义映射：LangGraph归入Agent
JD081,AI应用研发工程师（电商治理）-服务体验与治理,AI系统交互,AI工作流设计,人工逐条语义映射：AI系统交互归入AI工作流设计
JD082,计算机视觉算法工程师/专家,计算机视觉,计算机视觉,项目泛抽取词典
JD082,计算机视觉算法工程师/专家,Python,Python,项目泛抽取词典
JD082,计算机视觉算法工程师/专家,C++,C/C++,项目泛抽取词典
JD082,计算机视觉算法工程师/专家,PyTorch,PyTorch,项目泛抽取词典
JD082,计算机视觉算法工程师/专家,TensorFlow,TensorFlow,项目泛抽取词典
JD082,计算机视觉算法工程师/专家,深度学习,Machine Learning,项目泛抽取词典
JD082,计算机视觉算法工程师/专家,多模态模型,Multimodal AI,人工逐条语义映射：多模态模型对应Multimodal AI
JD082,计算机视觉算法工程师/专家,CLIP,CLIP,人工逐条语义映射：同名系统规范技能
JD082,计算机视觉算法工程师/专家,VLM,VLM,项目泛抽取词典
JD083,数据仓库工程师-抖音生活服务,数据建模,数据工程,项目泛抽取词典
JD083,数据仓库工程师-抖音生活服务,数据治理,数据工程,项目泛抽取词典
JD083,数据仓库工程师-抖音生活服务,SQL,SQL,项目泛抽取词典
JD083,数据仓库工程师-抖音生活服务,ETL,ETL,项目泛抽取词典
JD083,数据仓库工程师-抖音生活服务,Hadoop,Hadoop,项目泛抽取词典
JD083,数据仓库工程师-抖音生活服务,Hive,数据工程,人工逐条语义映射：Hive归入数据工程
JD083,数据仓库工程师-抖音生活服务,Spark,Spark,项目泛抽取词典
JD083,数据仓库工程师-抖音生活服务,OLAP引擎,OLAP,人工逐条语义映射：OLAP引擎归入OLAP
JD083,数据仓库工程师-抖音生活服务,数据结构,算法工程,人工逐条语义映射：数据结构归入算法工程
JD084,AIGC算法实习生-智能创作,AIGC,AIGC,项目泛抽取词典
JD084,AIGC算法实习生-智能创作,图像生成,图像图形技术,项目泛抽取词典
JD084,AIGC算法实习生-智能创作,视频生成,AIGC,人工逐条语义映射：视频生成归入AIGC
JD084,AIGC算法实习生-智能创作,多模态,Multimodal AI,项目泛抽取词典
JD085,电商风控算法工程师,风控算法,AI算法,人工逐条语义映射：风控算法归入AI算法
JD085,电商风控算法工程师,C++,C/C++,项目泛抽取词典
JD085,电商风控算法工程师,Java,Java,项目泛抽取词典
JD085,电商风控算法工程师,Python,Python,项目泛抽取词典
JD085,电商风控算法工程师,机器学习,Machine Learning,项目泛抽取词典
JD085,电商风控算法工程师,深度学习,Machine Learning,项目泛抽取词典
JD086,大模型应用开发工程师-抖音研发,全栈工程,软件开发,人工逐条语义映射：全栈工程归入软件开发
JD086,大模型应用开发工程师-抖音研发,后端服务架构,Microservices,人工逐条语义映射：后端服务架构归入微服务
JD086,大模型应用开发工程师-抖音研发,前端体系,Web,人工逐条语义映射：前端体系归入Web开发
JD086,大模型应用开发工程师-抖音研发,LLM,LLM,项目泛抽取词典
JD087,Java开发实习生（垂直业务）-【商业化】,Java,Java,项目泛抽取词典
JD087,Java开发实习生（垂直业务）-【商业化】,Kafka,Kafka,项目泛抽取词典
JD087,Java开发实习生（垂直业务）-【商业化】,Redis,Redis,项目泛抽取词典
JD087,Java开发实习生（垂直业务）-【商业化】,MySQL,MySQL,项目泛抽取词典
JD088,Java开发实习生（游戏）-【商业化】,Java,Java,项目泛抽取词典
JD088,Java开发实习生（游戏）-【商业化】,Kafka,Kafka,项目泛抽取词典
JD088,Java开发实习生（游戏）-【商业化】,Redis,Redis,项目泛抽取词典
JD088,Java开发实习生（游戏）-【商业化】,MySQL,MySQL,项目泛抽取词典
JD088,Java开发实习生（游戏）-【商业化】,数据结构,算法工程,人工逐条语义映射：数据结构归入算法工程
JD088,Java开发实习生（游戏）-【商业化】,算法设计,算法工程,人工逐条语义映射：算法设计归入算法工程
JD089,数据挖掘算法工程师,机器学习,Machine Learning,项目泛抽取词典
JD089,数据挖掘算法工程师,深度学习,Machine Learning,项目泛抽取词典
JD089,数据挖掘算法工程师,Hive,数据工程,人工逐条语义映射：Hive归入数据工程
JD089,数据挖掘算法工程师,Spark,Spark,项目泛抽取词典
JD089,数据挖掘算法工程师,Hadoop,Hadoop,项目泛抽取词典
JD089,数据挖掘算法工程师,TensorFlow,TensorFlow,项目泛抽取词典
JD089,数据挖掘算法工程师,PyTorch,PyTorch,项目泛抽取词典
JD090,大模型应用后端开发工程师-多模态方向,Java,Java,项目泛抽取词典
JD090,大模型应用后端开发工程师-多模态方向,系统架构设计,系统开发,人工逐条语义映射：系统架构设计归入系统开发
JD090,大模型应用后端开发工程师-多模态方向,多线程编程,系统开发,人工逐条语义映射：多线程属于系统开发实现能力
JD091,资深全栈开发工程师/专家（HR系统）,Spring Cloud,Spring,人工逐条语义映射：Spring Cloud归入Spring
JD091,资深全栈开发工程师/专家（HR系统）,MySQL,MySQL,项目泛抽取词典
JD091,资深全栈开发工程师/专家（HR系统）,Redis,Redis,项目泛抽取词典
JD091,资深全栈开发工程师/专家（HR系统）,MongoDB,MongoDB,项目泛抽取词典
JD091,资深全栈开发工程师/专家（HR系统）,Ai coding,AI Coding,人工确认的缩写/大小写等价
JD092,技术解决方案工程师-国际化（北京/上海）,Python,Python,项目泛抽取词典
JD092,技术解决方案工程师-国际化（北京/上海）,Go,Go,人工确认的缩写/大小写等价
JD092,技术解决方案工程师-国际化（北京/上海）,Java,Java,项目泛抽取词典
JD092,技术解决方案工程师-国际化（北京/上海）,JavaScript,JavaScript,项目泛抽取词典
JD092,技术解决方案工程师-国际化（北京/上海）,Web系统开发,Web,人工逐条语义映射：Web系统开发归入Web
JD092,技术解决方案工程师-国际化（北京/上海）,Web系统调试,调试工具,人工逐条语义映射：Web系统调试归入调试工具
JD093,数据治理实习生-隐私和数据保护办公室,模型识别,模型工程,项目泛抽取词典
JD093,数据治理实习生-隐私和数据保护办公室,SQL,SQL,项目泛抽取词典
JD093,数据治理实习生-隐私和数据保护办公室,Python,Python,项目泛抽取词典
JD093,数据治理实习生-隐私和数据保护办公室,Spark,Spark,项目泛抽取词典
JD093,数据治理实习生-隐私和数据保护办公室,Hive,数据工程,人工逐条语义映射：Hive归入数据工程
JD093,数据治理实习生-隐私和数据保护办公室,大数据处理,数据工程,人工逐条语义映射：大数据处理归入数据工程
JD094,Java 开发实习生（商家平台组）-【生活服务】,Java,Java,项目泛抽取词典
JD094,Java 开发实习生（商家平台组）-【生活服务】,Python,Python,项目泛抽取词典
JD094,Java 开发实习生（商家平台组）-【生活服务】,后端开发,软件开发,项目泛抽取词典
JD094,Java 开发实习生（商家平台组）-【生活服务】,AI Agent,Agent,人工确认的缩写/大小写等价
JD094,Java 开发实习生（商家平台组）-【生活服务】,Vibe Coding,AI Coding,人工逐条语义映射：Vibe Coding归入AI Coding
JD095,NLP算法工程师-抖音AI分身,机器学习,Machine Learning,项目泛抽取词典
JD095,NLP算法工程师-抖音AI分身,NLP,NLP,项目泛抽取词典
JD095,NLP算法工程师-抖音AI分身,LLM,LLM,项目泛抽取词典
JD095,NLP算法工程师-抖音AI分身,机器学习,Machine Learning,项目泛抽取词典
JD096,资深Android开发工程师,Android,Android,项目泛抽取词典
JD096,资深Android开发工程师,AIoT平台,物联网,人工逐条语义映射：AIoT平台归入物联网
JD096,资深Android开发工程师,PMS,Android,人工逐条语义映射：Android系统服务归入Android
JD096,资深Android开发工程师,AMS,Android,人工逐条语义映射：Android系统服务归入Android
JD096,资深Android开发工程师,WMS,Android,人工逐条语义映射：Android系统服务归入Android
JD097,CPG-语音算法工程师,语音信号处理,信号处理,人工逐条语义映射：语音信号处理归入信号处理
JD097,CPG-语音算法工程师,PyTorch,PyTorch,项目泛抽取词典
JD097,CPG-语音算法工程师,Python,Python,项目泛抽取词典
JD097,CPG-语音算法工程师,Linux,Linux,项目泛抽取词典
JD097,CPG-语音算法工程师,语音识别,ASR,项目泛抽取词典
JD097,CPG-语音算法工程师,音频事件检测,信号处理,人工逐条语义映射：音频事件检测归入信号处理
JD097,CPG-语音算法工程师,声纹识别,音视频技术,项目泛抽取词典
JD097,CPG-语音算法工程师,C++,C/C++,项目泛抽取词典
JD098,《王者荣耀》游戏AI Bot算法研究员,Bot算法,AI算法,人工逐条语义映射：Bot算法归入AI算法
JD098,《王者荣耀》游戏AI Bot算法研究员,模仿学习,Machine Learning,人工逐条语义映射：模仿学习归入机器学习
JD098,《王者荣耀》游戏AI Bot算法研究员,强化学习,Machine Learning,项目泛抽取词典
JD098,《王者荣耀》游戏AI Bot算法研究员,TensorFlow,TensorFlow,项目泛抽取词典
JD098,《王者荣耀》游戏AI Bot算法研究员,PyTorch,PyTorch,项目泛抽取词典
