skill,kg_display_skill,skill_type,confirmation_min_job_mentions,first_seen_month,first_seen_standard_jobs,first_seen_job_count,is_left_censored,migration_confidence,migration_interpretation,latest_seen_month,latest_covered_job_count,cumulative_covered_job_count,spread_job_count,spread_standard_jobs,all_standard_jobs,confirmed_first_seen_month,confirmed_first_seen_standard_jobs,confirmed_first_seen_job_count,confirmed_cumulative_covered_job_count,confirmed_spread_job_count,confirmed_spread_standard_jobs,confirmed_migration_path,peak_monthly_covered_job_count,peak_monthly_covered_job_month,total_skill_mentions,migration_path,updated_at
Scala,编程语言,traditional,2,2024-12,大数据开发工程师; 数据分析师; 数据工程师; 数据平台工程师,4,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,6,2,数据开发工程师; 运维工程师,大数据开发工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 运维工程师,2024-12,大数据开发工程师; 数据分析师; 数据平台工程师,3,6,3,数据工程师; 数据开发工程师; 运维工程师,2024-12: 大数据开发工程师; 数据分析师; 数据平台工程师 -> 2025-01: 数据工程师 -> 2025-02: 数据开发工程师 -> 2025-08: 运维工程师,4,2026-05,280,2024-12: 大数据开发工程师; 数据分析师; 数据工程师; 数据平台工程师 -> 2025-01: 数据开发工程师 -> 2025-07: 运维工程师,2026-08-08T05:14:20+00:00
Shell脚本,编程语言,traditional,2,2024-12,DevOps工程师; Go开发工程师; Python开发工程师; 云计算工程师; 嵌入式软件工程师; 推荐算法工程师; 数据仓库工程师; 数据平台工程师; 数据开发工程师; 服务器工程师; 测试工程师; 测试开发工程师; 网络安全工程师; 网络工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 语音算法工程师; 质量工程师; 运维工程师; 通信工程师,21,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,12,25,4,C++开发工程师; 安全工程师; 数据挖掘算法工程师; AI Infra工程师,DevOps工程师; Go开发工程师; Python开发工程师; 云计算工程师; 嵌入式软件工程师; 推荐算法工程师; 数据仓库工程师; 数据平台工程师; 数据开发工程师; 服务器工程师; 测试工程师; 测试开发工程师; 网络安全工程师; 网络工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 语音算法工程师; 质量工程师; 运维工程师; 通信工程师; C++开发工程师; 安全工程师; 数据挖掘算法工程师; AI Infra工程师,2024-12,DevOps工程师; Python开发工程师; 云计算工程师; 嵌入式软件工程师; 数据平台工程师; 数据开发工程师; 测试工程师; 测试开发工程师; 网络安全工程师; 网络工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 质量工程师; 运维工程师; 通信工程师,16,24,8,服务器工程师; Go开发工程师; 推荐算法工程师; 数据仓库工程师; 语音算法工程师; 安全工程师; 数据挖掘算法工程师; C++开发工程师,2024-12: DevOps工程师; Python开发工程师; 云计算工程师; 嵌入式软件工程师; 数据平台工程师; 数据开发工程师; 测试工程师; 测试开发工程师; 网络安全工程师; 网络工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 质量工程师; 运维工程师; 通信工程师 -> 2025-01: 服务器工程师 -> 2025-02: Go开发工程师; 推荐算法工程师; 数据仓库工程师; 语音算法工程师 -> 2025-03: 安全工程师; 数据挖掘算法工程师 -> 2025-10: C++开发工程师,21,2024-12,1976,2024-12: DevOps工程师; Go开发工程师; Python开发工程师; 云计算工程师; 嵌入式软件工程师; 推荐算法工程师; 数据仓库工程师; 数据平台工程师; 数据开发工程师; 服务器工程师; 测试工程师; 测试开发工程师; 网络安全工程师; 网络工程师; 芯片设计工程师; 芯片验证工程师; 解决方案工程师; 语音算法工程师; 质量工程师; 运维工程师; 通信工程师 -> 2025-01: C++开发工程师; 安全工程师 -> 2025-03: 数据挖掘算法工程师 -> 2025-04: AI Infra工程师,2026-08-08T05:14:20+00:00
Spark,数据工程,traditional,2,2024-12,AI Agent应用工程师; C++开发工程师; NLP算法工程师; Python开发工程师; 信息安全工程师; 多模态算法工程师; 大数据开发工程师; 安全工程师; 广告算法工程师; 推荐算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 测试工程师; 算法工程师; 网络安全工程师; 解决方案工程师; 软件开发工程师; 软件架构师; 通信工程师; 风控算法工程师,26,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,22,32,6,数据库工程师; 算法研究员; 网络工程师; 语音算法工程师; AI应用工程师; 测试开发工程师,AI Agent应用工程师; C++开发工程师; NLP算法工程师; Python开发工程师; 信息安全工程师; 多模态算法工程师; 大数据开发工程师; 安全工程师; 广告算法工程师; 推荐算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 测试工程师; 算法工程师; 网络安全工程师; 解决方案工程师; 软件开发工程师; 软件架构师; 通信工程师; 风控算法工程师; 数据库工程师; 算法研究员; 网络工程师; 语音算法工程师; AI应用工程师; 测试开发工程师,2024-12,Python开发工程师; 信息安全工程师; 大数据开发工程师; 广告算法工程师; 推荐算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 算法工程师; 网络安全工程师; 解决方案工程师; 软件开发工程师; 软件架构师; 风控算法工程师,19,29,10,AI Agent应用工程师; 安全工程师; 数据库工程师; 通信工程师; C++开发工程师; 测试工程师; 算法研究员; 网络工程师; 语音算法工程师; AI应用工程师,2024-12: Python开发工程师; 信息安全工程师; 大数据开发工程师; 广告算法工程师; 推荐算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 算法工程师; 网络安全工程师; 解决方案工程师; 软件开发工程师; 软件架构师; 风控算法工程师 -> 2025-01: AI Agent应用工程师; 安全工程师; 数据库工程师; 通信工程师 -> 2025-02: C++开发工程师; 测试工程师; 算法研究员 -> 2025-05: 网络工程师; 语音算法工程师 -> 2026-06: AI应用工程师,26,2024-12,3665,2024-12: AI Agent应用工程师; C++开发工程师; NLP算法工程师; Python开发工程师; 信息安全工程师; 多模态算法工程师; 大数据开发工程师; 安全工程师; 广告算法工程师; 推荐算法工程师; 数据仓库工程师; 数据分析师; 数据工程师; 数据平台工程师; 数据开发工程师; 数据挖掘算法工程师; 数据治理工程师; 机器学习算法工程师; 测试工程师; 算法工程师; 网络安全工程师; 解决方案工程师; 软件开发工程师; 软件架构师; 通信工程师; 风控算法工程师 -> 2025-01: 数据库工程师; 算法研究员 -> 2025-03: 网络工程师; 语音算法工程师 -> 2025-05: AI应用工程师 -> 2026-01: 测试开发工程师,2026-08-08T05:14:20+00:00
Spring,软件开发,traditional,2,2024-12,AI Agent应用工程师; Java开发工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,3,1,解决方案工程师,AI Agent应用工程师; Java开发工程师; 解决方案工程师,2024-12,AI Agent应用工程师; Java开发工程师,2,3,1,解决方案工程师,2024-12: AI Agent应用工程师; Java开发工程师 -> 2025-01: 解决方案工程师,2,2025-10,213,2024-12: AI Agent应用工程师; Java开发工程师 -> 2025-01: 解决方案工程师,2026-08-08T05:14:20+00:00
Spring Boot,软件开发,traditional,2,2024-12,Java开发工程师; 全栈开发工程师; 解决方案工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,7,4,安全工程师; 软件架构师; 后端开发工程师; 数据开发工程师,Java开发工程师; 全栈开发工程师; 解决方案工程师; 安全工程师; 软件架构师; 后端开发工程师; 数据开发工程师,2024-12,Java开发工程师; 解决方案工程师,2,6,4,安全工程师; 全栈开发工程师; 软件架构师; 数据开发工程师,2024-12: Java开发工程师; 解决方案工程师 -> 2025-01: 安全工程师 -> 2025-03: 全栈开发工程师 -> 2025-05: 软件架构师 -> 2025-11: 数据开发工程师,4,2025-11,234,2024-12: Java开发工程师; 全栈开发工程师; 解决方案工程师 -> 2025-01: 安全工程师; 软件架构师 -> 2025-02: 后端开发工程师; 数据开发工程师,2026-08-08T05:14:20+00:00
Swift,编程语言,traditional,2,2024-12,AI Agent应用工程师; Android开发工程师; iOS开发工程师; 客户端开发工程师,4,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,8,4,测试工程师; 测试开发工程师; 语音算法工程师; 技术支持工程师,AI Agent应用工程师; Android开发工程师; iOS开发工程师; 客户端开发工程师; 测试工程师; 测试开发工程师; 语音算法工程师; 技术支持工程师,2024-12,Android开发工程师; iOS开发工程师; 客户端开发工程师,3,7,4,测试工程师; 技术支持工程师; 语音算法工程师; 测试开发工程师,2024-12: Android开发工程师; iOS开发工程师; 客户端开发工程师 -> 2025-02: 测试工程师 -> 2025-06: 技术支持工程师 -> 2025-07: 语音算法工程师 -> 2025-11: 测试开发工程师,6,2025-11,702,2024-12: AI Agent应用工程师; Android开发工程师; iOS开发工程师; 客户端开发工程师 -> 2025-01: 测试工程师; 测试开发工程师 -> 2025-03: 语音算法工程师 -> 2025-06: 技术支持工程师,2026-08-08T05:14:20+00:00
TCP/IP,系统与运维,traditional,2,2024-12,DevOps工程师; Go开发工程师; Python开发工程师; 安全工程师; 嵌入式软件工程师; 数据库工程师; 网络安全工程师; 网络工程师; 运维工程师,9,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,5,12,3,iOS开发工程师; 芯片设计工程师; 解决方案工程师,DevOps工程师; Go开发工程师; Python开发工程师; 安全工程师; 嵌入式软件工程师; 数据库工程师; 网络安全工程师; 网络工程师; 运维工程师; iOS开发工程师; 芯片设计工程师; 解决方案工程师,2024-12,DevOps工程师; Go开发工程师; Python开发工程师; 安全工程师; 嵌入式软件工程师; 数据库工程师; 网络安全工程师; 网络工程师; 运维工程师,9,12,3,芯片设计工程师; iOS开发工程师; 解决方案工程师,2024-12: DevOps工程师; Go开发工程师; Python开发工程师; 安全工程师; 嵌入式软件工程师; 数据库工程师; 网络安全工程师; 网络工程师; 运维工程师 -> 2025-01: 芯片设计工程师 -> 2025-02: iOS开发工程师; 解决方案工程师,10,2025-04,885,2024-12: DevOps工程师; Go开发工程师; Python开发工程师; 安全工程师; 嵌入式软件工程师; 数据库工程师; 网络安全工程师; 网络工程师; 运维工程师 -> 2025-01: iOS开发工程师; 芯片设计工程师 -> 2025-02: 解决方案工程师,2026-08-08T05:14:20+00:00
TTS,大模型,new,2,2024-12,测试工程师; 语音算法工程师; 音视频工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,3,5,2,Android开发工程师; 广告算法工程师,测试工程师; 语音算法工程师; 音视频工程师; Android开发工程师; 广告算法工程师,2024-12,语音算法工程师; 音视频工程师,2,5,3,测试工程师; Android开发工程师; 广告算法工程师,2024-12: 语音算法工程师; 音视频工程师 -> 2025-03: 测试工程师 -> 2025-06: Android开发工程师 -> 2026-03: 广告算法工程师,4,2026-05,308,2024-12: 测试工程师; 语音算法工程师; 音视频工程师 -> 2025-05: Android开发工程师 -> 2025-12: 广告算法工程师,2026-08-08T05:14:20+00:00
TensorFlow,AI,traditional,2,2024-12,AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI应用工程师; NLP算法工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据分析师; 数据平台工程师; 数据挖掘算法工程师; 机器学习算法工程师; 硬件工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师,27,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,23,30,3,数据工程师; 数据开发工程师; 客户端开发工程师,AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI应用工程师; NLP算法工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据分析师; 数据平台工程师; 数据挖掘算法工程师; 机器学习算法工程师; 硬件工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师; 数据工程师; 数据开发工程师; 客户端开发工程师,2024-12,AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI应用工程师; 大模型测试工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据分析师; 数据挖掘算法工程师; 机器学习算法工程师; 硬件工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师,24,28,4,数据平台工程师; 数据工程师; 多模态算法工程师; 数据开发工程师,2024-12: AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI应用工程师; 大模型测试工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据分析师; 数据挖掘算法工程师; 机器学习算法工程师; 硬件工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师 -> 2025-01: 数据平台工程师 -> 2025-02: 数据工程师 -> 2025-12: 多模态算法工程师 -> 2026-07: 数据开发工程师,27,2024-12,3673,2024-12: AI Agent算法工程师; AI Infra工程师; AIGC算法工程师; AI应用工程师; NLP算法工程师; 多模态算法工程师; 大模型测试工程师; 大模型算法工程师; 广告算法工程师; 推荐算法工程师; 搜索算法工程师; 数据分析师; 数据平台工程师; 数据挖掘算法工程师; 机器学习算法工程师; 硬件工程师; 算法工程师; 算法研究员; 网络安全工程师; 自动驾驶算法工程师; 芯片设计工程师; 计算机视觉算法工程师; 语音算法工程师; 质量工程师; 通信工程师; 音视频工程师; 风控算法工程师 -> 2025-01: 数据工程师 -> 2025-08: 数据开发工程师 -> 2026-03: 客户端开发工程师,2026-08-08T05:14:20+00:00
TensorRT,大模型,new,2,2024-12,AI Infra工程师; 系统软件工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,6,9,7,大模型算法工程师; 芯片设计工程师; FPGA工程师; 云计算工程师; 后端开发工程师; DevOps工程师; 解决方案工程师,AI Infra工程师; 系统软件工程师; 大模型算法工程师; 芯片设计工程师; FPGA工程师; 云计算工程师; 后端开发工程师; DevOps工程师; 解决方案工程师,2024-12,AI Infra工程师; 系统软件工程师,2,9,7,芯片设计工程师; FPGA工程师; DevOps工程师; 后端开发工程师; 云计算工程师; 大模型算法工程师; 解决方案工程师,2024-12: AI Infra工程师; 系统软件工程师 -> 2025-01: 芯片设计工程师 -> 2025-02: FPGA工程师 -> 2025-08: DevOps工程师; 后端开发工程师 -> 2025-11: 云计算工程师 -> 2026-06: 大模型算法工程师; 解决方案工程师,7,2026-06,905,2024-12: AI Infra工程师; 系统软件工程师 -> 2025-01: 大模型算法工程师; 芯片设计工程师 -> 2025-02: FPGA工程师 -> 2025-06: 云计算工程师 -> 2025-07: 后端开发工程师 -> 2025-08: DevOps工程师 -> 2026-02: 解决方案工程师,2026-08-08T05:14:20+00:00
TensorRT-LLM,大模型,new,2,2024-12,通信工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,2,1,语音算法工程师,通信工程师; 语音算法工程师,2024-12,通信工程师,1,2,1,语音算法工程师,2024-12: 通信工程师 -> 2025-07: 语音算法工程师,2,2026-05,39,2024-12: 通信工程师 -> 2025-04: 语音算法工程师,2026-08-08T05:14:20+00:00
Tool Use,大模型,new,2,2025-02,AI Agent应用工程师; AI Agent算法工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,2,8,6,大模型应用工程师; 软件架构师; 后端开发工程师; 测试开发工程师; 解决方案工程师; AI产品经理,AI Agent应用工程师; AI Agent算法工程师; 大模型应用工程师; 软件架构师; 后端开发工程师; 测试开发工程师; 解决方案工程师; AI产品经理,2025-03,大模型应用工程师; 软件架构师,2,6,4,AI Agent算法工程师; 后端开发工程师; 测试开发工程师; AI产品经理,2025-03: 大模型应用工程师; 软件架构师 -> 2025-07: AI Agent算法工程师 -> 2025-11: 后端开发工程师 -> 2026-02: 测试开发工程师 -> 2026-05: AI产品经理,3,2025-10,177,2025-02: AI Agent应用工程师; AI Agent算法工程师 -> 2025-03: 大模型应用工程师; 软件架构师 -> 2025-10: 后端开发工程师; 测试开发工程师 -> 2026-01: 解决方案工程师 -> 2026-03: AI产品经理,2026-08-08T05:14:20+00:00
Transformer,大模型,new,2,2024-12,技术支持工程师; 控制算法工程师; 硬件工程师; 算法工程师; 自动驾驶算法工程师; 质量工程师; 音视频工程师,7,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,12,16,9,数据分析师; 语音算法工程师; 数据开发工程师; 数据挖掘算法工程师; 机器学习算法工程师; 风控算法工程师; 测试工程师; 运维工程师; 推荐算法工程师,技术支持工程师; 控制算法工程师; 硬件工程师; 算法工程师; 自动驾驶算法工程师; 质量工程师; 音视频工程师; 数据分析师; 语音算法工程师; 数据开发工程师; 数据挖掘算法工程师; 机器学习算法工程师; 风控算法工程师; 测试工程师; 运维工程师; 推荐算法工程师,2024-12,控制算法工程师; 硬件工程师; 算法工程师; 质量工程师,4,16,12,技术支持工程师; 自动驾驶算法工程师; 音视频工程师; 数据开发工程师; 语音算法工程师; 数据分析师; 测试工程师; 机器学习算法工程师; 风控算法工程师; 推荐算法工程师; 数据挖掘算法工程师; 运维工程师,2024-12: 控制算法工程师; 硬件工程师; 算法工程师; 质量工程师 -> 2025-01: 技术支持工程师; 自动驾驶算法工程师; 音视频工程师 -> 2025-02: 数据开发工程师; 语音算法工程师 -> 2025-03: 数据分析师 -> 2025-06: 测试工程师 -> 2025-08: 机器学习算法工程师 -> 2025-10: 风控算法工程师 -> 2026-01: 推荐算法工程师 -> 2026-05: 数据挖掘算法工程师; 运维工程师,12,2026-07,567,2024-12: 技术支持工程师; 控制算法工程师; 硬件工程师; 算法工程师; 自动驾驶算法工程师; 质量工程师; 音视频工程师 -> 2025-01: 数据分析师; 语音算法工程师 -> 2025-02: 数据开发工程师 -> 2025-03: 数据挖掘算法工程师 -> 2025-04: 机器学习算法工程师; 风控算法工程师 -> 2025-05: 测试工程师 -> 2025-08: 运维工程师 -> 2025-11: 推荐算法工程师,2026-08-08T05:14:20+00:00
Triton,大模型,new,2,2024-12,AI Infra工程师; 大模型算法工程师; 系统软件工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,5,9,6,FPGA工程师; 芯片设计工程师; 云计算工程师; DevOps工程师; 后端开发工程师; 解决方案工程师,AI Infra工程师; 大模型算法工程师; 系统软件工程师; FPGA工程师; 芯片设计工程师; 云计算工程师; DevOps工程师; 后端开发工程师; 解决方案工程师,2024-12,AI Infra工程师; 系统软件工程师,2,8,6,FPGA工程师; 芯片设计工程师; 大模型算法工程师; DevOps工程师; 云计算工程师; 解决方案工程师,2024-12: AI Infra工程师; 系统软件工程师 -> 2025-01: FPGA工程师 -> 2025-02: 芯片设计工程师 -> 2025-03: 大模型算法工程师 -> 2025-07: DevOps工程师 -> 2026-02: 云计算工程师; 解决方案工程师,7,2026-02,926,2024-12: AI Infra工程师; 大模型算法工程师; 系统软件工程师 -> 2025-01: FPGA工程师 -> 2025-02: 芯片设计工程师 -> 2025-05: 云计算工程师 -> 2025-07: DevOps工程师 -> 2025-08: 后端开发工程师 -> 2026-01: 解决方案工程师,2026-08-08T05:14:20+00:00
TypeScript,编程语言,traditional,2,2024-12,AI安全工程师; AI应用工程师; 全栈开发工程师; 前端开发工程师; 技术支持工程师; 系统软件工程师,6,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,5,11,5,iOS开发工程师; 数据开发工程师; Android开发工程师; 客户端开发工程师; 网络工程师,AI安全工程师; AI应用工程师; 全栈开发工程师; 前端开发工程师; 技术支持工程师; 系统软件工程师; iOS开发工程师; 数据开发工程师; Android开发工程师; 客户端开发工程师; 网络工程师,2024-12,AI应用工程师; 全栈开发工程师; 前端开发工程师,3,11,8,AI安全工程师; iOS开发工程师; 技术支持工程师; 数据开发工程师; 客户端开发工程师; 系统软件工程师; 网络工程师; Android开发工程师,2024-12: AI应用工程师; 全栈开发工程师; 前端开发工程师 -> 2025-01: AI安全工程师; iOS开发工程师 -> 2025-02: 技术支持工程师 -> 2025-03: 数据开发工程师 -> 2025-07: 客户端开发工程师 -> 2025-08: 系统软件工程师; 网络工程师 -> 2025-09: Android开发工程师,8,2025-03,651,2024-12: AI安全工程师; AI应用工程师; 全栈开发工程师; 前端开发工程师; 技术支持工程师; 系统软件工程师 -> 2025-01: iOS开发工程师; 数据开发工程师 -> 2025-03: Android开发工程师; 客户端开发工程师 -> 2025-08: 网络工程师,2026-08-08T05:14:20+00:00
Unix,系统与运维,traditional,2,2024-12,Go开发工程师; 云计算工程师; 技术支持工程师; 解决方案工程师,4,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,11,7,大模型测试工程师; 数据开发工程师; 系统软件工程师; Python开发工程师; 测试开发工程师; AI Agent应用工程师; 大模型算法工程师,Go开发工程师; 云计算工程师; 技术支持工程师; 解决方案工程师; 大模型测试工程师; 数据开发工程师; 系统软件工程师; Python开发工程师; 测试开发工程师; AI Agent应用工程师; 大模型算法工程师,2024-12,Go开发工程师,1,8,7,Python开发工程师; 大模型测试工程师; 技术支持工程师; 解决方案工程师; 数据开发工程师; 测试开发工程师; 云计算工程师,2024-12: Go开发工程师 -> 2025-02: Python开发工程师; 大模型测试工程师; 技术支持工程师; 解决方案工程师 -> 2025-03: 数据开发工程师; 测试开发工程师 -> 2025-04: 云计算工程师,5,2025-02,87,2024-12: Go开发工程师; 云计算工程师; 技术支持工程师; 解决方案工程师 -> 2025-01: 大模型测试工程师; 数据开发工程师; 系统软件工程师 -> 2025-02: Python开发工程师; 测试开发工程师 -> 2025-09: AI Agent应用工程师 -> 2026-01: 大模型算法工程师,2026-08-08T05:14:20+00:00
Unreal Engine,软件开发,traditional,2,2024-12,DevOps工程师; 云计算工程师; 图形图像工程师; 客户端开发工程师,4,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,8,4,Python开发工程师; 计算机视觉算法工程师; 算法工程师; AIGC算法工程师,DevOps工程师; 云计算工程师; 图形图像工程师; 客户端开发工程师; Python开发工程师; 计算机视觉算法工程师; 算法工程师; AIGC算法工程师,2024-12,DevOps工程师; 图形图像工程师; 客户端开发工程师,3,6,3,Python开发工程师; 计算机视觉算法工程师; 算法工程师,2024-12: DevOps工程师; 图形图像工程师; 客户端开发工程师 -> 2025-06: Python开发工程师 -> 2025-12: 计算机视觉算法工程师 -> 2026-02: 算法工程师,5,2025-12,499,2024-12: DevOps工程师; 云计算工程师; 图形图像工程师; 客户端开发工程师 -> 2025-04: Python开发工程师 -> 2025-05: 计算机视觉算法工程师 -> 2025-08: 算法工程师 -> 2025-12: AIGC算法工程师,2026-08-08T05:14:20+00:00
VLA模型,大模型,new,2,2024-12,机器人算法工程师; 自动驾驶算法工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,2,0,,机器人算法工程师; 自动驾驶算法工程师,2024-12,机器人算法工程师,1,2,1,自动驾驶算法工程师,2024-12: 机器人算法工程师 -> 2025-01: 自动驾驶算法工程师,2,2026-07,396,2024-12: 机器人算法工程师; 自动驾驶算法工程师,2026-08-08T05:14:20+00:00
VLM,大模型,new,2,2025-01,多模态算法工程师; 大模型算法工程师; 计算机视觉算法工程师,3,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,3,10,7,大模型应用工程师; AIGC算法工程师; AI产品经理; AI Agent应用工程师; AI Agent算法工程师; 前端开发工程师; 解决方案工程师,多模态算法工程师; 大模型算法工程师; 计算机视觉算法工程师; 大模型应用工程师; AIGC算法工程师; AI产品经理; AI Agent应用工程师; AI Agent算法工程师; 前端开发工程师; 解决方案工程师,2025-01,多模态算法工程师; 计算机视觉算法工程师,2,8,6,AIGC算法工程师; 大模型应用工程师; 大模型算法工程师; AI Agent算法工程师; 前端开发工程师; AI产品经理,2025-01: 多模态算法工程师; 计算机视觉算法工程师 -> 2025-03: AIGC算法工程师 -> 2025-06: 大模型应用工程师 -> 2025-07: 大模型算法工程师 -> 2025-11: AI Agent算法工程师 -> 2026-02: 前端开发工程师 -> 2026-06: AI产品经理,5,2025-07,605,2025-01: 多模态算法工程师; 大模型算法工程师; 计算机视觉算法工程师 -> 2025-02: 大模型应用工程师 -> 2025-03: AIGC算法工程师 -> 2025-06: AI产品经理 -> 2025-08: AI Agent应用工程师 -> 2025-09: AI Agent算法工程师 -> 2026-01: 前端开发工程师 -> 2026-04: 解决方案工程师,2026-08-08T05:14:20+00:00
Vue.js,编程语言,traditional,2,2024-12,iOS开发工程师; 全栈开发工程师; 前端开发工程师; 网络工程师; 质量工程师,5,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,5,8,3,Go开发工程师; 嵌入式软件工程师; Android开发工程师,iOS开发工程师; 全栈开发工程师; 前端开发工程师; 网络工程师; 质量工程师; Go开发工程师; 嵌入式软件工程师; Android开发工程师,2024-12,iOS开发工程师; 全栈开发工程师; 前端开发工程师; 网络工程师,4,8,4,嵌入式软件工程师; 质量工程师; Go开发工程师; Android开发工程师,2024-12: iOS开发工程师; 全栈开发工程师; 前端开发工程师; 网络工程师 -> 2025-01: 嵌入式软件工程师; 质量工程师 -> 2025-02: Go开发工程师 -> 2025-05: Android开发工程师,8,2025-10,601,2024-12: iOS开发工程师; 全栈开发工程师; 前端开发工程师; 网络工程师; 质量工程师 -> 2025-01: Go开发工程师; 嵌入式软件工程师 -> 2025-03: Android开发工程师,2026-08-08T05:14:20+00:00
Webpack,软件开发,traditional,2,2024-12,前端开发工程师; 嵌入式软件工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,3,1,系统软件工程师,前端开发工程师; 嵌入式软件工程师; 系统软件工程师,2024-12,前端开发工程师; 嵌入式软件工程师,2,3,1,系统软件工程师,2024-12: 前端开发工程师; 嵌入式软件工程师 -> 2025-05: 系统软件工程师,3,2025-07,232,2024-12: 前端开发工程师; 嵌入式软件工程师 -> 2025-01: 系统软件工程师,2026-08-08T05:14:20+00:00
