job_id,month,standard_job,job_title,job_responsibility,job_requirement,skills
GEN000384,2026-03,多模态算法工程师,视频模型美学实习生-【可灵AI专项】,"1、负责视频生成模型的影视美学标准建设，搭建涵盖镜头语言、动态表现、叙事节奏、光影氛围、构图调度、表演情绪、风格体系、视听表达等维度的多层级评估体系，输出可复用、可执行的美学规范文档；
2、主导视频美学数据的设计、筛选与标注，包括偏好对比、质量分级、动态稳定性评估、镜头语言评估、叙事表达诊断等多种数据范式，亲自参与高难度样本判断，把控数据审美上限；
3、编写视频美学标注手册并培训标注团队，建立一致性校验与审美校准机制，让团队稳定产出符合统一审美标准的数据；
4、分析模型bad case，从影视导演与动态美学视角拆解“AI 味”“假动作”“镜头失真”“情绪不到位”“叙事不成立”等抽象问题，输出可执行的数据与优化方向；
5、持续建设影视审美参考库与风格案例库，追踪电影、广告、MV、动画、短剧、纪录片、游戏 CG 等领域的视觉趋势，为模型持续注入新的动态影像审美能力；
6、参与模型偏好数据等后训练数据建设，从“模型学习有效性”角度反推数据质量标准，推动美学能力与模型生成效果持续提升。","1、教育背景优先视觉传达、数字媒体艺术、影视摄影与制作、导演等相关专业，或具备扎实的影视视觉美学基础，对电影、广告、MV、动画、纪录片、游戏 CG、视觉特效等动态影像内容有较强审美判断能力，有相关作品集或项目经历者优先；
2、具备较强的影视镜头语言理解能力，熟悉景别、运镜、镜头调度、节奏控制、视角设计、焦段语言、空间关系等影视表达方式，对“为什么这个镜头成立”有系统认知；
3、有较强的动态美学判断能力，能识别运动合理性、重心惯性、动作连续性、帧间一致性、镜头节奏、角色表演等问题，能判断动态影像是否具备真实可信的影视表达；
4、熟悉光影与色彩体系，对自然光、人工光、电影灯光设计、氛围塑造、色彩情绪、HDR / SDR 视觉差异等有较强感知能力；
5、有服化道与场景审美积累，熟悉不同年代、地域、文化背景下的服饰、建筑、道具、环境风格，能判断世界观与画面表达是否统一；
6、有艺术与影视理论积累，熟悉电影史、摄影史、动画史、广告视觉史中的主要流派与代表作品，对导演风格、摄影风格、时代语境有系统理解；
7、阅片量大，对电影、剧集、广告、MV、动画等动态内容长期保持关注，对不同国家与文化体系下的影视审美有判断力；
8、有良好的文字表达与沟通能力，能将主观审美拆解为结构化、可执行的标准，而不是停留在“感觉不对”层面，能与算法、产品、数据团队高效协作推动落地；
加分项
1、深度了解某一类动态视觉内容体系，例如电影、广告、二次元动画、游戏CG、K-Pop MV、实验影像、短剧、纪录片、赛博朋克、胶片影像等，对对应圈层的视觉语言与流行趋势有敏锐嗅觉；
2、有剪辑、调色、分镜、美术、摄影或导演经验，熟悉 PR / 达芬奇 / AE / Nuke / Blender / C4D 等工具，对动态影像节奏与视觉表达有实操能力；
3、对 AI 视频生成方向有持续关注，了解当前模型在动态、叙事、镜头、物理、表演等维度的典型问题，对模型能力边界有认知；
4、有 AIGC 数据标注、RLHF 偏好数据、Reward Model、视频评测、后训练数据建设相关经验；
5、能使用 Python 完成基础的数据抽样、清洗、统计分析，或使用 AI 工具搭建简单自动化流程，提高数据生产效率；
6、有团队培训、审美带教、评审体系建设经验，能把个人审美体系转化为团队可复制的方法论；
7、“任职要求”中满足越多条目越好。",VLM; Multimodal AI; AIGC; Diffusion; LLM; NLP; PyTorch; Python; 多模态; DeepSpeed; 大模型训练
GEN000385,2026-03,多模态算法工程师,可灵平台多模态策略算法专家（可灵AI专项）,"1、主要负责可灵平台推荐/搜索/内容理解等方向算法优化，帮助提升可灵平台用户留存、营收等核心指标；
2、参与大规模机器学习、深度学习领域技术研发工作，包括但不限于多模态、大模型SFT等算法研发；
3、参与搭建可灵平台在线学习策略算法系统，快速处理海量用户数据，提升算法性能，满足高并发、高时效性和可靠稳定性；
4、和产品、运营等团队合作，共同优化可灵社区生态，提供给用户更好体验，满足用户视频内容生产与消费、社交互动等多维需求。","1、熟练掌握Python、C++、JAVA等至少一门编程语言，优秀的编码能力和习惯，扎实的数据结构和算法功底；
2、计算机/数学/物理/信息等专业本科及以上学历，国内外重点院校优先。有高水平论文者优先，包括但不限于SIGKDD/RECSYS/NeurIPS/ICML/CVPR等；
3、对机器学习、深度学习等主流算法理解深刻且应用熟练；具备扎实的统计学功底，擅长数据分析和科学实验方法；在 大模型领域有SFT经验者优先，不限于多模态、内容理解、视觉生成等；
4、较强的沟通和逻辑表达能力，善于团队协作，有一定的抗压能力，具有较强责任心和目标导向意识。",VLM; Multimodal AI; SFT; AIGC; LLM; PyTorch; 计算机视觉; DeepSpeed; Megatron; 分布式训练
GEN000386,2026-05,多模态算法工程师,多模态算法工程师-搜索,"团队介绍：字节跳动搜索团队主要负责抖音、国际化短视频、今日头条、红果短剧、番茄小说、AI搜索等产品以及电商、生活服务等业务的搜索算法创新和架构研发工作。
我们使用前沿的机器学习\大模型技术进行端到端建模并不断创新突破，同时专注于分布式系统、机器学习系统的构建和性能优化，从内存、Disk等优化到索引压缩、召回、排序等算法的探索，致力于支撑字节跳动持续多元化的产品创新和高速的业务增长、基于大模型革新和重塑下一代搜索技术体系，充分给同学们提供成长自我的机会。
主要工作方向包括：
1、探索前沿的NLP技术：全面基于LLM的Query分析、相关性、个性化预估、满意度评估、生成式检索等，全链路应用LLM/VLM，每个细节都充满挑战；
2、跨模态匹配技术：进行多模态预训练，在超大规模的多模态表征、匹配、生成等多个技术方向上持续突破，打造世界领先的多模态搜索系统。
3、大规模流式机器学习技术：应用大规模机器学习，解决搜索中的推荐问题，让搜索更加个性化更加懂你；
4、千亿级数据规模的架构：从大规模离线计算，分布式系统的性能、调度优化，到构建高可用、高吞吐和低延迟的在线服务的方方面面都有深入研究和创新；
5、推荐技术：基于超大规模机器学习、因果推断、大模型推理等技术手段，构建业界领先的搜索推荐系统，对搜索推荐技术进行探索和创新。
1、多模态大模型：基于VLM、大规模对比学习、通用Tokenizer等模型研究与应用，为抖音短视频生态提供基础的高质量图文Caption、多模态表征、Tokenizer等，探索多模态大模型的Scaling Law；
2、AI问答/Agent：基于Continue Train、SFT、RL等训练技术迭代Planner、Summary提升工具使用、多媒体总结能力，探索Agentic技术升级；
3、大规模视觉搜索：相关性、召回排序、个性化建模等算法持续升级提升用户体验，探索自动化标注、生成式召回、召粗精一体化系统、多模态表征/个性化CoTrain、Dense个性化、RL Based GE混排等技术。","1、本科及以上学历，基础扎实，有良好的代码、机器学习算法功底和经验；
2、熟悉CV、VLM、OmniModel、LLM、Agent、DeepResearch、视觉搜索/AI问答等相关的算法和技术；
3、出色的问题解决能力，善于分析，历史上解决过难题，遇到难题时能静下心，没有畏难情绪，能查到底层；
4、由衷热爱技术，可以一线写代码，查问题，有强烈的工作责任心，较好的学习能力、沟通能力和自驱力。",Multimodal AI; VLM; SFT; LLM; NLP; 大模型训练; PyTorch; 多模态; 机器学习; 分布式训练
GEN000387,2026-05,多模态算法工程师,多模态算法工程师-抖音AI分身,"1、负责抖音与多模态大模型技术的结合落地，探索抖音结合AI的创新产品升级；基于对直播、短视频、评论等已有内容体裁的内容理解和二次创作生成，形成抖音下新的互动内容体裁，供创作者调试和推荐分发；为抖音下各场景业务目标负责，如交易场景的GMV、知识陪伴场景的互动效率等；
2、基于创作者历史资产（直播回放或短视频）进行多模态分类打标、高光提取、智能剪辑；基于口播稿、创作者形象等特定情况，生成口、动作驱动的真人视频，形成可调度的创作者个性化资产；
3、基于不同场景的业务诉求，设计Agent规划能力，形成视频编排脚本，优化围绕主题、剧情、商品的生成内容走向；支持实时交互下的视频调度和基础QA；
4、持续探索MLLM、LLM、Diffusion等通用大模型在各任务下的适配性，通过Post-Train（SFT、RL）优化，增强模型在业务领域下的效果和适配能力；Follow基于大模型的上层应用技术，Agent、Auto-Prompt、RAG等；
5、上述场景的各类模型训练、模型应用相关的基础建设，包括但不限于模型训练、数据工程、训练推理框架迭代、维护模型评估指标体系。
补充职责：结合业务场景推进DeepSpeed、AIGC、VLM相关能力建设与落地。","1、在CV、VLM、MLLM等领域有成熟的项目落地经验，有短视频、图文、直播算法领域经验优先；
2、学习能力和业务理解能力强，具有一定创新能力，对新领域能快速调研落地，独立设计产出技术方案；
3、具有扎实的机器学习基础，对深度学习、大语言模型、多模态模型、生成式模型等内容理解与生成技术有深入的理解，数理功底扎实，自学能力强；
4、有扎实的编码能力，熟练使用相关机器学习框架和工程框架；
5、在计算机科学会议和期刊如NIPS、ICML、CVPR、ICCV、ECCV、IJCAI、AAAI、KDD、SIGIR、WWW、ACL、PAMI、IJCV等发表过论文或有竞赛经验者优先。",DeepSpeed; AIGC; VLM; LLM; C/C++; Diffusion; PyTorch; Python; 机器学习; Megatron; 分布式训练
GEN000388,2026-05,多模态算法工程师,音视频多模态算法工程师-Seed,"团队介绍：字节跳动Seed团队成立于2023年，致力于寻找通用智能的新方法，追求智能上限，为科技和社会发展作出贡献。
Seed团队在AI领域拥有长期愿景与决心，团队研究方向涵盖MLLM、GenMedia、AI for Science、机器人等，在中国、新加坡、美国等地设有实验室和岗位。目前，团队已推出业界领先的通用大模型以及前沿的多模态能力，支持豆包、即梦、TRAE等超过50个应用场景，并通过火山引擎开放给企业客户。第三方数据显示，豆包App用户量在中国市场排名第一，豆包大模型日均Token调用量行业领先。
1、参与研发多模态模型等下一代人工智能核心技术；
2、关注和推进技术在业务场景中的广泛应用，包括但不限于语言、音乐、语音、音频的生成与理解等；
3、深入调研和关注音频/NLP/多模态等方向的前沿技术。
补充职责：结合业务场景推进DeepSpeed、SFT、NLP相关能力建设与落地。","1、本科及以上学历，计算机科学/计算机工程/电子信息技术等相关专业；
2、有自然语言处理、语音合成与识别、音乐生成等研究或者技术背景优先；
3、有预训练技术，包括但不限于高效训练、强化学习，参与过研发音频、NLP相关的预训练模型及其下游应用者优先；
4、熟练掌握PyTorch等深度学习框架，Python编程语言；
5、发表过领域会议文章（NeurIPS、ICML、ICLR、ACL、Interspeech、ICASSP等）或者ACM竞赛获奖者优先。
补充要求：具备DeepSpeed、SFT、NLP相关实践经验者优先。",DeepSpeed; SFT; NLP; 大模型训练; C/C++; Diffusion; Diffusion模型; Python; 计算机视觉; Megatron
GEN000389,2026-06,多模态算法工程师,多模态算法工程师-Seed,"团队介绍：字节跳动Seed团队成立于2023年，致力于寻找通用智能的新方法，追求智能上限，为科技和社会发展作出贡献。
Seed团队在AI领域拥有长期愿景与决心，团队研究方向涵盖MLLM、GenMedia、AI for Science、机器人等，在中国、新加坡、美国等地设有实验室和岗位。目前，团队已推出业界领先的通用大模型以及前沿的多模态能力，支持豆包、即梦、TRAE等超过50个应用场景，并通过火山引擎开放给企业客户。第三方数据显示，豆包App用户量在中国市场排名第一，豆包大模型日均Token调用量行业领先。
1、参与研发多模态模型等下一代人工智能核心技术；
2、关注和推进技术在业务场景中的广泛应用，包括但不限于语言、音乐、语音、音频的生成与理解等；
3、深入调研和关注音频/NLP/多模态等方向的前沿技术。","1、硕士研究生学历及以上，计算机科学/计算机工程/电子信息技术等相关专业；
2、有自然语言处理、语音合成与识别、音乐生成等研究或者技术背景优先；
3、有预训练技术，包括但不限于高效训练、强化学习，参与过研发音频、NLP相关的预训练模型及其下游应用者优先；
4、熟练掌握PyTorch等深度学习框架，Python编程语言；
5、发表过领域会议文章（NeurIPS、ICML、ICLR、ACL、Interspeech、ICASSP等）或者ACM竞赛获奖者优先。",Multimodal AI; AIGC; VLM; SFT; C/C++; Diffusion; PyTorch; Python; 大模型训练; Megatron; 分布式训练
GEN000390,2026-06,多模态算法工程师,多模态算法实习生-【商业化】,"1、在ML/NLP/CV等领域的顶级会议上发表高质量研究成果，推动内容安全领域的技术创新和提高快手的业界影响力，包括但不限于以下研究方向：
2、对齐：包括fine-tuning、instruction-tuning、reinforcement learning、prompt tuning等；
3、数据：包括pre-training data、alignment data、synthetic data等；
4、评估：包括benchmarks、simulation environments、scalable oversight等；
5、需要独立或协作完成从算法设计、实验验证到论文撰写的全流程研究，目标在6-12个月内产出具备国际竞争力的顶会论文。","1、计算机科学、人工智能、电子工程、数学等相关专业的硕士/博士在读，或具备同等研究能力的优秀本科生；
2、扎实的机器学习理论基础，熟悉深度学习、多模态融合、自监督学习等技术方向；
3、熟练使用Python及主流深度学习框架（PyTorch/TensorFlow/JAX），具备快速实现算法的能力；
4、对学术研究有强烈热情，能独立阅读并复现前沿论文，提出改进思路；
5、每周全职实习4天以上，实习期至少6个月（可协商），能承受高强度科研节奏；
6、在 NIPS、ICML、ICLR、IJCAI / AAAI、SIGKDD、CVPR / ICCV、ACL 等相关国际顶级会议或期刊上有文章发表者优先。",NLP; AIGC; SFT; C/C++; Diffusion; Diffusion模型; Python; 多模态; 机器学习; Megatron
GEN000391,2026-06,多模态算法工程师,国际商业化多模态算法工程师-商业化数据,"1、负责商业化场景下AI标注与内容理解相关算法研发，服务广告、短视频等业务中的数据生产与智能决策需求；
2、应用并优化LLM/MLLM、NLP、CV及多模态学习技术，提升对文本、图像、音频、视频、直播等内容的细粒度理解能力；
3、研发面向自动化标注、意图识别、标签生成、质量评估等场景的算法与系统，提升模型效果、标注效率与数据质量；
4、探索并落地Agent与强化学习（RL）在复杂任务流中的应用，包括多步推理、工具调用、自主决策与复杂内容分析；
5、与全球团队协作，完成大规模机器学习系统的部署、优化与演进，保障模型与数据系统在真实业务中的稳定性、效率和业务价值。","1、计算机、人工智能、数学、统计学或相关专业本科及以上学历；有AI标注、内容理解、广告理解、多模态标签体系、数据质量系统等相关经验者优先；
2、具备3年及以上机器学习、应用AI或相关算法研发经验，拥有将模型或AI系统从研究/实验推进到生产落地的实际经验；
3、具备扎实的机器学习与深度学习基础，对以下一个或多个方向有深入理解：LLM/MLLM、NLP、计算机视觉、多模态学习、表征学习、智能体系统等；
4、具备大模型训练、微调、评测、推理或部署经验，熟悉Prompting、SFT、RAG、CoT风格推理、模型对齐、Agent Workflow等相关方法；
5、能够拆解复杂且模糊的业务问题，设计务实可落地的机器学习方案，并与跨团队高效协作。",Multimodal AI; DeepSpeed; Diffusion模型; LLM; PyTorch; 机器学习; 计算机视觉; 大模型训练; 分布式训练
GEN000392,2026-07,多模态算法工程师,Token Foundry-多模态生成算法专家/高级专家-杭州/北京,"1. 探索研究多模态生成大模型的设计与开发，探究高效生成、生成理解统一、多模态理解、强化学习/RLHF后训练和高效数据管线设计等方向。
2. 参与研发多模态生成大模型开发等下一代人工智能核心技术，参与大规模生成基础模型预训练与后训练开发。
3. 负责跟踪和研究多模态生成大模型前沿技术调研、落地、对业务进行优化。
补充职责：结合业务场景推进NLP、Megatron、大模型训练相关能力建设与落地。","1. 计算机科学、人工智能、机器学习或相关领域的硕士或博士学位。
2. 在扩散模型、自回归模型、多模态生成理解、计算机视觉、NLP、AIGC、计算机图形学、机器学习等一个或多个领域有较深入的研究。
3. 具有出色的分析、解决问题的能力，能深入解决大模型训练、应用存在的问题，有自主探索解决方案的能力者。
4. 能够积极创新， 乐于面对挑战， 负责敬业，优秀的团队合作精神，一起探索新技术，推进技术进步。",NLP; Megatron; 大模型训练; DeepSpeed; C/C++; Diffusion模型; Python; 多模态; SFT; 分布式训练
GEN000393,2026-07,多模态算法工程师,多模态算法实习生-抖音直播,"日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：直播团队负责为抖音集团提供直播服务。团队负责直播平台技术和直播业务研发，打造灵活稳定的直播服务平台，为用户提优质直播体验，支持电商、本地生活、游戏、节目、多人互动等不同类型的业务场景。直播业务发展迅猛，处于行业头部地位，业务发展空间巨大。现在加入我们，和优秀的人一起做有挑战的事，你的技术与创意将影响亿级用户，激发创意和丰富生活。
1、参与抖音直播助手项目建设，面向主播开播的全流程，打造全方位、自迭代的智能直播专家，探索直播领域垂类大模型的建设工作；
2、参与研发提效助手项目建设，打造面向软件研发全生命周期的提效助手，完成研发知识资产的建设和模型内化；
3、参与新业务的探索研究，结合对业务场景的充分理解，寻找最佳解决方案。","1、本科及以上学历在读，人工智能、计算机、模式识别等相关专业优先；
2、有NLP、CV、数据处理等相关优质论文发表、比赛获奖或项目经验；
3、具有优秀的编程基础，熟练使用Python/C++等至少一种编程语言，熟练使用TensorFlow/PyTorch等至少一种深度学习框架；
4、熟悉Attention、Transformer、BERT、GPT等常用模型结构，熟悉LLaMA、ChatGLM等开源大模型原理与实现，有开源模型调优训练经验者优先；
5、优秀的分析和解决问题的能力，对解决具有挑战性的问题充满激情，良好的沟通和团队合作能力。",大模型训练; VLM; C/C++; Diffusion; Diffusion模型; PyTorch; 机器学习; 计算机视觉; SFT; 分布式训练
GEN000394,2026-07,多模态算法工程师,多模态视觉理解与生成算法专家（杭州&上海）,"1、负责人像摄影场景拍摄智能体（Agent）的算法框架设计与优化；
2、主导多模态视觉感知与理解相关大模型（VLM / CLIP等）的算法设计、开发及效果优化；
3、推动大型语言模型（LLM）在摄影场景下的推理与建议能力提升；
4、结合强化学习机制（RLAIF），提升智能体的推理与建议效果；
5、负责AIGC图像生成与编辑相关算法在业务场景中的应用优化与性能提升。","1、精通深度学习与图像处理算法，具备扎实的编程能力，熟练使用Python；
2、拥有丰富的多模态理解与生成算法研发经验，熟悉CLIP、VLM、LLM、RLHF、RLAIF、智能体（Agent）、SD、AIGC等技术，具备出色的算法实现与优化能力；
3、具备良好的团队协作与沟通能力，能有效理解业务需求，并协同推进项目执行。热爱技术创新，具有自我驱动力和快速学习能力；
4、有顶级会议论文发表经历或博士学位者优先考虑。",NLP; AIGC; Megatron; VLM; LLM; Diffusion; Multimodal AI; PyTorch; Python
GEN000395,2025-01,NLP算法工程师,大语言模型算法实习生（抖音/电商/生活服务）-Band AI,"日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：BandAI 团队致力于探索智能的极限在交易场景的可能性。团队研究方向涵盖LLM、Multimodal、Agent，在北京、上海设有实验室和岗位。加入我们，你可以享受与正式员工同等的资源，参与到前沿的大语言模型的研究课题，和优秀的研究员一起探索智能极限。探索抖音电商、生活服务的下一代产品和技术，通过技术变革为用户带来前所未有的体验。
1、成为研究型实习生，在你热爱的课题方向上，探索大语言模型领域最具挑战的长期关键问题；
2、探索Agent评估的新范式；
3、探索RL，更多的计算能力=更好的性能表现；
4、探索如何拓展Reward System判断边界；
5、研究&复现 Deep Research，Computer Using Agent，Useful Image Generation，Native Multimodality。
补充职责：结合业务场景推进C/C++、DPO、Embedding相关能力建设与落地。","1、本科及以上学历在读，人工智能、计算机、自动化、数学相关专业优先；
2、拥有优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；
3、怀有科技改变世界的远大抱负，有志于投身机器学习、人工智能、大语言模型、多模态理解和生成等技术领域；
4、扎实的机器学习、NLP、RL基础和出色的探索能力，在ACL/EMNLP/NAACL/NeurIPS/ICML/ICLR等顶级会议上发表论文者优先；
5、优秀的代码能力、数据结构和基础算法功底，熟练C/C++或Python，ACM/ICPC、NOI/IOI、Top Coder、Kaggle等比赛获奖者优先；
6、在大模型领域或者RL领域、主导过大影响力的项目或论文者优先。",C/C++; DPO; Embedding; LLM; LoRA微调; NLP; Python; RAG; RLHF; SFT; prompt工程; 分布式训练; 知识图谱
GEN000396,2025-02,NLP算法工程师,大语言模型/多模态大语言模型策略工程师（J93927）,"负责智能体、大语言模型及多模态大语言模型优化，主要涉及到以下工作内容：
-大语言模型、多模态大语言模型的提示词工程、调优等
-参与大语言模型/多模态大模型训练、微调及推理优化，提升模型在复杂场景下的泛化与生成能力
-大模型相关研究与应用，包括但不限于视觉-语言模型构建、跨模态内容生成与理解、（多模态）对齐与融合等方向
-基于大模型构建智能体的自动优化机制探索，包含但不限于Agentic推理、自反馈优化等
-基于多智能体协作的内容生产及内容理解、AIGC等","-有大模型研发、多模态大模型研发、智能体研发、RAG或强化学习等相关经验
-对机器学习、深度学习、自然语言处理、大模型及多模态学习有深入理解，有相关顶会论文者优先
-熟练掌握至少一种深度学习框架（PaddlePaddle、PyTorch等
-熟练掌握Python/C++至少一门开发语言
-有强烈的上进心和求知欲，善于学习新事物，渴望用技术改变未来",C/C++; DPO; Embedding; LLM; LoRA微调; Megatron; NLP; PPO; Python; RAG; RLHF; SFT; prompt工程; 分布式训练; 多模态; 大模型训练; 知识图谱
GEN000397,2025-03,NLP算法工程师,大语言模型应用开发实习生-TikTok,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：TikTok研发团队，旨在实现TikTok业务的研发工作，搭建及维护业界领先的产品。加入我们，你能接触到包括用户增长、社交、直播、电商C端、内容创造、内容消费等核心业务场景，支持产品在全球赛道上高速发展；也能接触到包括服务架构、基础技术等方向上的技术挑战，保障业务持续高质量、高效率、且安全地为用户服务；同时还能为不同业务场景提供全面的技术解决方案，优化各项产品指标及用户体验。
在这里， 有大牛带队与大家一同不断探索前沿， 突破想象空间。 在这里，你的每一行代码都将服务亿万用户。在这里，团队专业且纯粹，合作氛围平等且轻松。目前在北京，上海，杭州、广州、深圳分别开放多个岗位机会。
1、负责线上Oncall问题的自动化识别；
2、参与线上重点保护直播的智能监控；
3、参与线上问题的智能化分析归因等。","1、2027届硕士及以上学位在读，计算机科学、电子信息工程、信号处理、多媒体技术、机器学习等相关专业优先；
2、扎实的代码能力与算法基础，熟练掌握Python/C++；IOI、NOI、ACM/ICPC、Kaggle、NeurIPS等竞赛获奖经历者优先；
3、熟悉大模型训练与优化技术，有模型参数调优经验或CUDA/Triton编程能力者优先；
4、在大模型领域，主导过大影响力的项目或论文者优先；
5、出色的问题分析和解决能力，能深入解决大模型训练和应用存在的问题；
6、良好的沟通协作能力，能和团队一起探索新技术，推进技术进步。
补充要求：具备C/C++、DPO、Embedding相关实践经验者优先。",C/C++; DPO; Embedding; LoRA微调; NLP; PPO; RAG; RLHF; 大模型训练
GEN000398,2025-03,NLP算法工程师,混元大语言模型后训练算法工程师（深圳/北京/上海）,"1.负责大语言模型后训练（Post-Training）阶段的核心技术研发，构建和优化高质量的奖励系统（Reward System），通过Reward Modeling (RM) 和强化学习（RL）算法持续提升模型在复杂指令遵循、逻辑推理及价值观对齐方面的能力；
2.深入研究和优化 RLHF 等后训练算法，提升模型训练的稳定性和最终效果；
3.负责大模型个性化（Personalization）与长期记忆（Memory）机制的算法研发，构建精准的“千人千面”用户建模体系，探索模型如何理解、提取、记忆并动态适应不同用户的长期偏好，持续提升个性化交互体验；
4.负责后训练阶段的数据合成与管理，设计高效的数据飞轮机制，利用SFT、Self-Instruct等技术合成高质量训练数据，并负责建立从用户多维反馈（User Feedback）到模型迭代的闭环信号建模体系；
5.负责后训练模型的全维度评测与分析，制定科学的评价指标，跟进前沿技术动态，将最新研究成果快速转化为业务价值。
补充职责：结合业务场景推进LLM、Megatron、Python相关能力建设与落地。","1.计算机科学/软件工程/人工智能等相关专业硕士及以上学历；
2.深入理解 Transformer 架构及大语言模型训练原理，在 LLM Alignment、RLHF、Reward Modeling、**个性化大模型（Personalized LLM）、记忆机制（Memory/RAG）**等后训练领域之一有深入的研究和实践经验；
3.在用户画像建模、推荐系统与大模型结合、或超长上下文/长期记忆模型优化方面有丰富实战经验者优先；
4.具备扎实的算法基础和工程实现能力，熟练掌握 Python，熟悉 PyTorch/TensorFlow 等深度学习框架；
5.拥有分布式训练实战经验，熟悉 Megatron-LM, DeepSpeed, vLLM 等大规模训练及推理框架，有百亿/千亿参数模型训练或调优经验者优先；
6.具备优秀的科研素养，有高质量论文发表（NeurIPS, ICLR, ICML, ACL, EMNLP 等）或在开源社区（如 HuggingFace）有高影响力项目贡献者优先；
7.具备强烈的技术热情和自驱力，善于分析和解决复杂问题，拥有良好的团队协作和沟通能力。",LLM; Megatron; Python; SFT; prompt工程; 分布式训练; 多模态; 知识图谱
GEN000399,2025-04,NLP算法工程师,语音语义一体化工程师（大模型方向）（J67682）,#NAME?,"-硕士或博士学历，计算机、人工智能或相关专业
-具有深入的大模型研发背景，熟悉Transformers、BERT、GPT等现代NLP模型架构
-熟悉Linux平台下的数据处理，精通Python、perl、C、C++等编程语言，对数据结构和算法设计有深入理解
-在语音识别与交互方向有浓厚兴趣，有相关的大模型应用经验者优先
-优秀的逻辑思维和问题分析能力，对数据敏感，能够快速定位和解决核心问题
-具备扎实的数学基础，尤其在统计学和线性代数方面
-较强的沟通能力和逻辑表达能力，具有持续学习的热情，良好的团队合作态度，以及强烈的责任心
加分项：
-在ACL、NeurIPS、ICML等顶级会议或期刊上有大模型或NLP相关领域的论文发表
-具有知识图谱、对话系统或其他高级NLP任务的研发经验
-在在开源社区有显著贡献，如GitHub上的高关注项目",DPO; Embedding; NLP; PPO; RAG; RLHF; prompt工程; 分布式训练; 多模态
GEN000400,2025-04,NLP算法工程师,大语言模型算法工程师-Seed,"团队介绍：字节跳动Seed团队成立于2023年，致力于寻找通用智能的新方法，追求智能上限，为科技和社会发展作出贡献。
Seed团队在AI领域拥有长期愿景与决心，团队研究方向涵盖MLLM、GenMedia、AI for Science、机器人等，在中国、新加坡、美国等地设有实验室和岗位；目前，团队已推出业界领先的通用大模型以及前沿的多模态能力，支持豆包、即梦、TRAE等超过50个应用场景，并通过火山引擎开放给企业客户；第三方数据显示，豆包App用户量在中国市场排名第一，豆包大模型日均Token调用量行业领先。
1、擅长发现优化大模型的简单、普适的想法，并应用到各个规模的模型中提升效果；
2、探索超大规模模型边界，并进行极致系统优化，提升模型性能和效率；
3、推进数据建设、指令微调、偏好对齐、模型优化方面的工作，提高模型质量和适应性；
4、相关应用落地，包括生成创作、逻辑推理、代码生成等；
5、深入研究和探索模型在未来生活中的更多使用场景，拓展模型的应用范围。","1、优秀的代码能力、数据结构和基础算法功底，熟练C/C++或Python，ACM/ICPC、NOI/IOI、Top Coder、Kaggle等比赛获奖者优先；
2、熟悉NLP、CV相关的算法和技术，熟悉大模型训练、RL算法者优先；
3、在大模型领域，主导过具有较大影响力的项目或论文者优先；
4、出色的问题分析和解决能力，能深入解决大模型训练和应用存在的问题；
5、良好的沟通协作能力，能和团队一起探索新技术，推进技术进步。",C/C++; LLM; LoRA微调; Megatron; Python; SFT; 大模型训练; 知识图谱
GEN000401,2025-05,NLP算法工程师,数据标注实习生,"1、按需求开发和维护简单的工具
2、按照要求对数据(图像和三维数据为主)进行筛选和清理
3、根据标注规则对数据进行人工标注，包括语义标签、部件信息等","1、本科以上学历，熟练使用计算机，能够持续实习3个月者优先；
2、计算机、数学等相关专业优先；
3、有过深度学习、数据清洗标注相关经验优先；
4、有基础计算机图形学知识，有使用three.js等相关软件使用经验的优先；
5、具有良好的学习、沟通、理解能力；
6、做事情注意力集中、效率高，具有一定的抗压能力",C/C++; DPO; LLM; LoRA微调; Megatron; PPO; RAG; RLHF; prompt工程; 大模型训练
GEN000402,2025-05,NLP算法工程师,大语言模型应用工程师（Agent方向）,"1.围绕研发可用性/开发环境治理/AIOps等方向进行Agent原生开发平台设计工作，推动AI技术在相关场景的落地与突破；
2.构建并维护团队内部知识库，集成技术方案、产品文档、运维手册等专业知识，赋能垂直领域智能体；
3.将大模型能力与内部工具链、API接口相结合，封装为可复用的智能工具与组件，逐步构建团队AI能力中台，提升整体研发与运营效率。","1.计算机科学、人工智能、软件工程或相关专业本科及以上学历；
2.具备一年及以上大语言模型应用开发经验，有实际的AI Agent或RAG项目实践经验；
3.掌握AI Agent开发、RAG优化、MCP、OpenClaw及工具开发等技术原理及落地经验，熟悉从数据处理、向量化到智能生成的全流程；
4.对AI技术驱动业务提效有强烈热情，拥有优秀的自主学习能力、逻辑思维与跨团队沟通协作能力。",Embedding; NLP; Python; SFT; prompt工程; 分布式训练; 多模态; 知识图谱
