job_id,job_title,company_name,source_type,source_name,raw_keyword,normalized_keyword,category,keyword_type,source,evidence_field,evidence_sentence,confidence,match_method
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,运营,运营,产品运营,business,seed,job_description,多维极客协同： 与研发、设计、运营及腾讯系顶尖游戏工作室紧密配合，善于利用 AI 工具和工作流为团队提效，高质、高效地推动创新功能和产品方案的落地,0.8,seed_dictionary
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,PCG,PCG,岗位标签,title_or_tag,auto_title_tag,tags,PCG,0.72,title_tag
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,PC游戏平台AI Builder,PC游戏平台AI Builder,岗位标签,title_or_tag,auto_title_tag,job_title,PC游戏平台AI Builder,0.72,title_tag
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,产品,产品,岗位标签,title_or_tag,auto_title_tag,tags,产品,0.72,title_tag
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,应用宝,应用宝,岗位标签,title_or_tag,auto_title_tag,tags,应用宝,0.72,title_tag
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,大语言模型,Large Language Model,数据与算法,technology,skill_aliases,job_description,AI-Marketing：熟练运用 AIGC 工具（如文生图/视频、大语言模型等）进行宣发素材和营销内容的批量化创意产出与灰度验证,0.9,seed_dictionary
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,Builder,Builder,自动短语,auto_english,regex_english,job_title,PC游戏平台AI Builder,0.65,regex_english
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,Coding,Coding,自动短语,auto_english,regex_english,job_description,AI驱动的原型开发与闭环验证： 作为能“独立造物”的单元，熟练运用 AI Coding 工具将产品概念快速转化为可交互的高保真 Demo，实现MVP版本的独立研发、上线与敏捷验证,0.65,regex_english
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,Demo,Demo,自动短语,auto_english,regex_english,job_description,AI驱动的原型开发与闭环验证： 作为能“独立造物”的单元，熟练运用 AI Coding 工具将产品概念快速转化为可交互的高保真 Demo，实现MVP版本的独立研发、上线与敏捷验证,0.65,regex_english
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,MVP,MVP,自动短语,auto_english,regex_english,job_description,AI驱动的原型开发与闭环验证： 作为能“独立造物”的单元，熟练运用 AI Coding 工具将产品概念快速转化为可交互的高保真 Demo，实现MVP版本的独立研发、上线与敏捷验证,0.65,regex_english
job_3953be93a8589d7d6e40,PC游戏平台AI Builder,腾讯,enterprise,腾讯招聘,Use,Use,自动短语,auto_english,regex_english,job_description,Game Use Agent ： 深度探索并推动 Agent在 PC 游戏与平台生态中的融合应用,0.65,regex_english
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_title,QClaw-AI增长运营,1.0,seed_dictionary
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,用户增长,用户增长,产品运营,business,seed,job_description,负责QClaw产品用户增长及运营工作,0.95,seed_dictionary
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,运营,运营,产品运营,business,seed,job_description,负责QClaw产品用户增长及运营工作,0.8,seed_dictionary
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,CSIG,CSIG,岗位标签,title_or_tag,auto_title_tag,tags,CSIG,0.72,title_tag
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,QClaw-AI增长运营,QClaw-AI增长运营,岗位标签,title_or_tag,auto_title_tag,job_title,QClaw-AI增长运营,0.72,title_tag
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,三年以上工作经验,三年以上工作经验,岗位标签,title_or_tag,auto_title_tag,tags,三年以上工作经验,0.72,title_tag
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,产品,产品,岗位标签,title_or_tag,auto_title_tag,tags,产品,0.72,title_tag
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,安全管家,安全管家,岗位标签,title_or_tag,auto_title_tag,tags,安全管家,0.72,title_tag
job_3d35aa746bb0ef5f37b6,QClaw-AI增长运营,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_description,跟踪行业前沿趋势，探索AI技术与游戏玩法的创新结合点,1.0,seed_dictionary
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,AI宠物-游戏策划,AI宠物-游戏策划,岗位标签,title_or_tag,auto_title_tag,job_title,AI宠物-游戏策划,0.72,title_tag
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,Clawpet-端游,Clawpet-端游,岗位标签,title_or_tag,auto_title_tag,tags,Clawpet-端游,0.72,title_tag
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,IEG,IEG,岗位标签,title_or_tag,auto_title_tag,tags,IEG,0.72,title_tag
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,两年以上工作经验,两年以上工作经验,岗位标签,title_or_tag,auto_title_tag,tags,两年以上工作经验,0.72,title_tag
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,产品,产品,岗位标签,title_or_tag,auto_title_tag,tags,产品,0.72,title_tag
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,数据分析,数据分析,数据分析,business,seed,job_description,基于用户行为数据分析，持续优化产品体验并制定有效的用户留存策略,1.0,seed_dictionary
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,ClawPet,ClawPet,自动短语,auto_english,regex_english,job_description,负责ClawPet核心玩法与宠物养成系统的整体设计与持续迭代优化,0.65,regex_english
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,Clawpet-,Clawpet-,自动短语,auto_english,regex_english,tags,IEG；Clawpet-端游；产品；两年以上工作经验,0.65,regex_english
job_4caaee10dee22e2d4b68,AI宠物-游戏策划,腾讯,enterprise,腾讯招聘,UGC,UGC,自动短语,auto_english,regex_english,job_description,规划UGC工具链与创作生态体系，通过功能设计降低用户创作门槛并提升内容产出效率,0.65,regex_english
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_description,协同AI团队对接LLM能力，开发MCP协议适配层及技能插件系统，安全接入各类外部工具与数据服务,1.0,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,Agent,AI Agent,AI与大模型,technology,seed,job_description,深度参与端侧Agent运行时系统设计，实现上下文记忆、工具链调用、多轮对话管理和异常恢复等关键机制,0.9,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,Agent,Agent,AI与大模型,auto_english,regex_english,job_description,深度参与端侧Agent运行时系统设计，实现上下文记忆、工具链调用、多轮对话管理和异常恢复等关键机制,0.65,regex_english
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,job_description,联动产品、算法、后端及设计团队，将大模型能力转化为符合用户直觉的桌面级智能交互体验,1.0,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,LLM,大语言模型,AI与大模型,technology,seed,job_description,协同AI团队对接LLM能力，开发MCP协议适配层及技能插件系统，安全接入各类外部工具与数据服务,0.95,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,Vue,Vue,前端技术,technology,seed,job_description,主导ClawPet桌面客户端核心模块的研发工作，构建高可用、高性能的Electron/Vue/TypeScript技术栈应用架构,1.0,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,Clawpet-端游,Clawpet-端游,岗位标签,title_or_tag,auto_title_tag,tags,Clawpet-端游,0.72,title_tag
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,IEG,IEG,岗位标签,title_or_tag,auto_title_tag,tags,IEG,0.72,title_tag
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,两年以上工作经验,两年以上工作经验,岗位标签,title_or_tag,auto_title_tag,tags,两年以上工作经验,0.72,title_tag
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,技术,技术,岗位标签,title_or_tag,auto_title_tag,tags,技术,0.72,title_tag
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,AI宠物-客户端工程师,AI宠物-客户端工程师,岗位角色,title_or_tag,auto_title_tag,job_title,AI宠物-客户端工程师,0.72,title_tag
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,LLM,Large Language Model,数据与算法,technology,skill_aliases,job_description,协同AI团队对接LLM能力，开发MCP协议适配层及技能插件系统，安全接入各类外部工具与数据服务,0.95,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,MCP,Model Context Protocol,数据与算法,technology,skill_aliases,job_description,协同AI团队对接LLM能力，开发MCP协议适配层及技能插件系统，安全接入各类外部工具与数据服务,0.85,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,自动化测试,Automated Testing,测试工具,technology,skill_aliases,job_description,建立客户端质量保障体系，设计自动化测试方案并制定工程规范，确保产品迭代稳定性,0.9,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,自动化测试,自动化测试,测试质量,technology,seed,job_description,建立客户端质量保障体系，设计自动化测试方案并制定工程规范，确保产品迭代稳定性,1.0,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,TypeScript,TypeScript,编程语言,technology,seed,job_description,主导ClawPet桌面客户端核心模块的研发工作，构建高可用、高性能的Electron/Vue/TypeScript技术栈应用架构,1.0,seed_dictionary
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,ClawPet,ClawPet,自动短语,auto_english,regex_english,job_description,主导ClawPet桌面客户端核心模块的研发工作，构建高可用、高性能的Electron/Vue/TypeScript技术栈应用架构,0.65,regex_english
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,Clawpet-,Clawpet-,自动短语,auto_english,regex_english,tags,IEG；Clawpet-端游；技术；两年以上工作经验,0.65,regex_english
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,LLM,LLM,自动短语,auto_english,regex_english,job_description,协同AI团队对接LLM能力，开发MCP协议适配层及技能插件系统，安全接入各类外部工具与数据服务,0.65,regex_english
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,MCP,MCP,自动短语,auto_english,regex_english,job_description,协同AI团队对接LLM能力，开发MCP协议适配层及技能插件系统，安全接入各类外部工具与数据服务,0.65,regex_english
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,腾讯,enterprise,腾讯招聘,系统设计,系统设计,软件工程,technology,seed,job_description,深度参与端侧Agent运行时系统设计，实现上下文记忆、工具链调用、多轮对话管理和异常恢复等关键机制,0.95,seed_dictionary
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_description,提供AI产品与应用方案演示，开发者实战营等,1.0,seed_dictionary
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,品牌,品牌,产品运营,business,seed,job_description,针对腾讯云业务在港澳地区，联动在地资源、内部团队及合作伙伴等，通过打造标杆性业务场景和成功案例，增强品牌认知度和业界信任度,0.8,seed_dictionary
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,CSIG,CSIG,岗位标签,title_or_tag,auto_title_tag,tags,CSIG,0.72,title_tag
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,三年以上工作经验,三年以上工作经验,岗位标签,title_or_tag,auto_title_tag,tags,三年以上工作经验,0.72,title_tag
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,产品,产品,岗位标签,title_or_tag,auto_title_tag,tags,产品,0.72,title_tag
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,腾讯云,腾讯云,岗位标签,title_or_tag,auto_title_tag,tags,腾讯云,0.72,title_tag
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,腾讯云-腾讯云AI解决方案架构师-AI,腾讯云-腾讯云AI解决方案架构师-AI,岗位角色,title_or_tag,auto_title_tag,job_title,腾讯云-腾讯云AI解决方案架构师-AI,0.72,title_tag
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,腾讯,enterprise,腾讯招聘,交付,交付,项目管理,business,seed,job_description,助力协同内部产品、技术、营销、市场团队，支撑项目高效落地与高质量交付，保障目标达成,0.8,seed_dictionary
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_description,负责游戏AI大规模在线服务系统的建设和运营，包括服务器端和移动端，打造游戏AI部署端云协同解决方案,1.0,seed_dictionary
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,AI-,AI-,AI与大模型,auto_english,regex_english,job_title,游戏AI-后台开发工程师,0.65,regex_english
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,运营,运营,产品运营,business,seed,job_description,负责游戏AI大规模在线服务系统的建设和运营，包括服务器端和移动端，打造游戏AI部署端云协同解决方案,0.8,seed_dictionary
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,TEG,TEG,岗位标签,title_or_tag,auto_title_tag,tags,TEG,0.72,title_tag
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,三年以上工作经验,三年以上工作经验,岗位标签,title_or_tag,auto_title_tag,tags,三年以上工作经验,0.72,title_tag
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,技术,技术,岗位标签,title_or_tag,auto_title_tag,tags,技术,0.72,title_tag
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,游戏,游戏,岗位标签,title_or_tag,auto_title_tag,tags,游戏,0.72,title_tag
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,游戏AI-后台开发工程师,游戏AI-后台开发工程师,岗位角色,title_or_tag,auto_title_tag,job_title,游戏AI-后台开发工程师,0.72,title_tag
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_546d6ff9d78ac05ae1bd,游戏AI-后台开发工程师,腾讯,enterprise,腾讯招聘,SaaS,SaaS,自动短语,auto_english,regex_english,job_description,负责游戏AI SaaS产品化建设和运营,0.65,regex_english
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_title,CSIG HRBP-AI产研方向,1.0,seed_dictionary
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,CSIG HRBP-AI产研方向,CSIG HRBP-AI产研方向,岗位标签,title_or_tag,auto_title_tag,job_title,CSIG HRBP-AI产研方向,0.72,title_tag
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,S3,S3,岗位标签,title_or_tag,auto_title_tag,tags,S3,0.72,title_tag
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,S3公共,S3公共,岗位标签,title_or_tag,auto_title_tag,tags,S3公共,0.72,title_tag
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,一年以上工作经验,一年以上工作经验,岗位标签,title_or_tag,auto_title_tag,tags,一年以上工作经验,0.72,title_tag
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,人力资源,人力资源,岗位标签,title_or_tag,auto_title_tag,tags,人力资源,0.72,title_tag
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,人工智能与大模型岗位群,人工智能与大模型岗位群,岗位标签,title_or_tag,auto_title_tag,keyword,人工智能与大模型岗位群,0.72,title_tag
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,大模型,Large Language Model,数据与算法,technology,skill_aliases,keyword,人工智能与大模型岗位群,0.9,seed_dictionary
job_59e8f1db21448650f5b0,CSIG HRBP-AI产研方向,腾讯,enterprise,腾讯招聘,CSIG,CSIG,自动短语,auto_english,regex_english,job_title,CSIG HRBP-AI产研方向,0.65,regex_english
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,AI,AI,AI与大模型,technology,seed,job_description,深入行业场景，将模糊需求拆解为可执行的技术路线图，主导需求分析、技术选型、架构设计，输出可落地的AI解决方案,1.0,seed_dictionary
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,智能体,AI Agent,AI与大模型,technology,seed,job_description,开发提效工具和智能体，开展客户与内部技术培训和运营推广，把AI工具嵌入到生产工作流，产生可量化的ROI,0.95,seed_dictionary
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,Agent,Agent,AI与大模型,auto_english,regex_english,job_description,主导Agent开发/AI Coding等AI类产品端到端交付,0.65,regex_english
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,Prompt,Prompt,AI与大模型,auto_english,regex_english,job_description,进行Prompt优化、RAG链路调优、模型微调与效果评测，将客户痛点提炼为产品需求，驱动迭代并沉淀场景化最佳实践,0.65,regex_english
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,Prompt,Prompt Engineering,AI与大模型,technology,seed,job_description,进行Prompt优化、RAG链路调优、模型微调与效果评测，将客户痛点提炼为产品需求，驱动迭代并沉淀场景化最佳实践,0.9,seed_dictionary
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,RAG,RAG,AI与大模型,technology,seed,job_description,进行Prompt优化、RAG链路调优、模型微调与效果评测，将客户痛点提炼为产品需求，驱动迭代并沉淀场景化最佳实践,1.0,seed_dictionary
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,人工智能,人工智能,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,人工智能与大模型,人工智能与大模型,AI与大模型,auto_phrase,regex_chinese_phrase,keyword,人工智能与大模型岗位群,0.6,regex_chinese_phrase
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,大模型,大模型,AI与大模型,technology,seed,keyword,人工智能与大模型岗位群,1.0,seed_dictionary
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,微调,模型微调,AI与大模型,technology,seed,job_description,进行Prompt优化、RAG链路调优、模型微调与效果评测，将客户痛点提炼为产品需求，驱动迭代并沉淀场景化最佳实践,0.9,seed_dictionary
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,输出可落地的AI解决方案,输出可落地的AI解决方案,AI与大模型,auto_phrase,regex_chinese_phrase,job_description,深入行业场景，将模糊需求拆解为可执行的技术路线图，主导需求分析、技术选型、架构设计，输出可落地的AI解决方案,0.6,regex_chinese_phrase
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,量化,模型量化,AI基础设施,technology,seed,job_description,开发提效工具和智能体，开展客户与内部技术培训和运营推广，把AI工具嵌入到生产工作流，产生可量化的ROI,0.85,seed_dictionary
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,运营,运营,产品运营,business,seed,job_description,开发提效工具和智能体，开展客户与内部技术培训和运营推广，把AI工具嵌入到生产工作流，产生可量化的ROI,0.8,seed_dictionary
job_5a354104183ea6233371,AI前线部署工程师FDE,腾讯云智研发子公司,enterprise,腾讯招聘,CSIG,CSIG,岗位标签,title_or_tag,auto_title_tag,tags,CSIG,0.72,title_tag
