annotation_id,sentence_id,job_id,job_title,source_type,source_name,evidence_field,text,span_text,span_start,span_end,label,normalized_skill,category,skill_type,decision
job_45d0d907916cd9158024::job_description::2122::span::02,job_45d0d907916cd9158024::job_description::2122,job_45d0d907916cd9158024,AI软件平台与系统教练,enterprise,华为招聘,job_description,4、【管自己】学习能力 ：紧跟 AI 演进趋势，主动钻研大模型、Agent、AI 工程化等新技术、新方法，快速吸收行业先进实践，持续迭代自身技术认知与专业能力，适应AI 时代软件教练的能力要求，持续引领技术发展方向,Agent,32,37,knowledge,agent,数据与算法,required,MODIFY
job_45d0d907916cd9158024::job_description::2123::span::01,job_45d0d907916cd9158024::job_description::2123,job_45d0d907916cd9158024,AI软件平台与系统教练,enterprise,华为招聘,job_description,1）大模型基础原理、推理服务基本模式、模型服务化、模型调用治理和模型生命周期管理相关知识,大模型,2,5,knowledge,LLM,数据与算法,required,MODIFY
job_45d0d907916cd9158024::job_description::2124::span::01,job_45d0d907916cd9158024::job_description::2124,job_45d0d907916cd9158024,AI软件平台与系统教练,enterprise,华为招聘,job_description,2）Agent/工作流相关知识，包括工具调用、任务编排、上下文管理、记忆机制、权限控制、执行跟踪和异常处理,Agent,2,7,knowledge,agent,数据与算法,required,MODIFY
job_aa2ea36e4737bd403e37::job_description::2125::span::01,job_aa2ea36e4737bd403e37::job_description::2125,job_aa2ea36e4737bd403e37,AI软件平台与系统教练,enterprise,华为招聘,job_description,1、【想清楚】业务理解力 ：深入理解AI时代企业软件系统对平台能力和系统工程能力的核心诉求，能够快速识别影响AI应用规模化落地的平台与系统关键问题，能够把握大模型、多模态、AI辅助研发等技术与业务系统深度融合的发展趋势,大模型,78,81,knowledge,LLM,数据与算法,required,MODIFY
job_aa2ea36e4737bd403e37::job_description::2125::span::02,job_aa2ea36e4737bd403e37::job_description::2125,job_aa2ea36e4737bd403e37,AI软件平台与系统教练,enterprise,华为招聘,job_description,1、【想清楚】业务理解力 ：深入理解AI时代企业软件系统对平台能力和系统工程能力的核心诉求，能够快速识别影响AI应用规模化落地的平台与系统关键问题，能够把握大模型、多模态、AI辅助研发等技术与业务系统深度融合的发展趋势,多模态,82,85,knowledge,Multimodal AI,数据与算法,required,ACCEPT
job_aa2ea36e4737bd403e37::job_description::2126::span::01,job_aa2ea36e4737bd403e37::job_description::2126,job_aa2ea36e4737bd403e37,AI软件平台与系统教练,enterprise,华为招聘,job_description,4、【管自己】学习能力 ：紧跟 AI 演进趋势，主动钻研大模型、Agent、AI 工程化等新技术、新方法，快速吸收行业先进实践，持续迭代自身技术认知与专业能力，适应AI 时代软件教练的能力要求，持续引领技术发展方向,大模型,28,31,knowledge,LLM,数据与算法,required,MODIFY
job_aa2ea36e4737bd403e37::job_description::2126::span::02,job_aa2ea36e4737bd403e37::job_description::2126,job_aa2ea36e4737bd403e37,AI软件平台与系统教练,enterprise,华为招聘,job_description,4、【管自己】学习能力 ：紧跟 AI 演进趋势，主动钻研大模型、Agent、AI 工程化等新技术、新方法，快速吸收行业先进实践，持续迭代自身技术认知与专业能力，适应AI 时代软件教练的能力要求，持续引领技术发展方向,Agent,32,37,knowledge,agent,数据与算法,required,MODIFY
job_aa2ea36e4737bd403e37::job_description::2127::span::01,job_aa2ea36e4737bd403e37::job_description::2127,job_aa2ea36e4737bd403e37,AI软件平台与系统教练,enterprise,华为招聘,job_description,1）大模型基础原理、推理服务基本模式、模型服务化、模型调用治理和模型生命周期管理相关知识,大模型,2,5,knowledge,LLM,数据与算法,required,MODIFY
job_aa2ea36e4737bd403e37::job_description::2128::span::01,job_aa2ea36e4737bd403e37::job_description::2128,job_aa2ea36e4737bd403e37,AI软件平台与系统教练,enterprise,华为招聘,job_description,2）Agent/工作流相关知识，包括工具调用、任务编排、上下文管理、记忆机制、权限控制、执行跟踪和异常处理,Agent,2,7,knowledge,agent,数据与算法,required,MODIFY
job_b53a8dfee205a03517a8::tags::2129::span::01,job_b53a8dfee205a03517a8::tags::2129,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,tags,社会招聘；研发族；昇腾技术沟通部；5年经验；学历代码0,昇腾,9,11,knowledge,Ascend,AI基础设施,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2130::span::01,job_b53a8dfee205a03517a8::job_description::2130,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,AI解决方案行业SA(AI大模型、推荐、智创等OTT行业业务应用领域)岗位职责，具体如下：,大模型,13,16,knowledge,LLM,数据与算法,required,MODIFY
job_b53a8dfee205a03517a8::job_description::2131::span::01,job_b53a8dfee205a03517a8::job_description::2131,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解AI技术发展趋势，负责昇腾解决方案需求洞察、规划、解决方案设计、实施并参与项目落地，支撑中高层商业对话和技术交流,昇腾,15,17,knowledge,Ascend,AI基础设施,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2132::span::01,job_b53a8dfee205a03517a8::job_description::2132,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、丰富的AI系统架构设计经验，熟悉GPU/NPU等硬件处理器设计，具备丰富的大模型应用实践经验，对AI系统架构、昇腾/NV等主流芯片厂家硬件方案，硬件编译器、算子/算法开发、AI框架等有深刻理解和项目实战经验，互联网行业经验优先,GPU,18,21,knowledge,GPU,AI基础设施,preferred,ACCEPT
job_b53a8dfee205a03517a8::job_description::2132::span::02,job_b53a8dfee205a03517a8::job_description::2132,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、丰富的AI系统架构设计经验，熟悉GPU/NPU等硬件处理器设计，具备丰富的大模型应用实践经验，对AI系统架构、昇腾/NV等主流芯片厂家硬件方案，硬件编译器、算子/算法开发、AI框架等有深刻理解和项目实战经验，互联网行业经验优先,NPU,22,25,knowledge,NPU,AI基础设施,preferred,ACCEPT
job_b53a8dfee205a03517a8::job_description::2132::span::03,job_b53a8dfee205a03517a8::job_description::2132,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、丰富的AI系统架构设计经验，熟悉GPU/NPU等硬件处理器设计，具备丰富的大模型应用实践经验，对AI系统架构、昇腾/NV等主流芯片厂家硬件方案，硬件编译器、算子/算法开发、AI框架等有深刻理解和项目实战经验，互联网行业经验优先,大模型,39,42,knowledge,LLM,数据与算法,preferred,MODIFY
job_b53a8dfee205a03517a8::job_description::2132::span::04,job_b53a8dfee205a03517a8::job_description::2132,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、丰富的AI系统架构设计经验，熟悉GPU/NPU等硬件处理器设计，具备丰富的大模型应用实践经验，对AI系统架构、昇腾/NV等主流芯片厂家硬件方案，硬件编译器、算子/算法开发、AI框架等有深刻理解和项目实战经验，互联网行业经验优先,昇腾,57,59,knowledge,Ascend,AI基础设施,preferred,ACCEPT
job_b53a8dfee205a03517a8::job_description::2133::span::01,job_b53a8dfee205a03517a8::job_description::2133,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉ARM、X86、昇腾架构，有一定的软硬件解决方案构建经验者优先,ARM,4,7,knowledge,ARM,AI基础设施,preferred,ACCEPT
job_b53a8dfee205a03517a8::job_description::2133::span::02,job_b53a8dfee205a03517a8::job_description::2133,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉ARM、X86、昇腾架构，有一定的软硬件解决方案构建经验者优先,X86,8,11,knowledge,x86,AI基础设施,preferred,ACCEPT
job_b53a8dfee205a03517a8::job_description::2133::span::03,job_b53a8dfee205a03517a8::job_description::2133,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉ARM、X86、昇腾架构，有一定的软硬件解决方案构建经验者优先,昇腾,12,14,knowledge,Ascend,AI基础设施,preferred,ACCEPT
job_b53a8dfee205a03517a8::job_description::2134::span::01,job_b53a8dfee205a03517a8::job_description::2134,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解计算机/AI相关专业领域知识，熟悉深度学习算法、大模型框架、GPU、昇腾等AI知识栈,深度学习,21,25,knowledge,Deep Learning,数据与算法,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2134::span::02,job_b53a8dfee205a03517a8::job_description::2134,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解计算机/AI相关专业领域知识，熟悉深度学习算法、大模型框架、GPU、昇腾等AI知识栈,大模型,28,31,knowledge,LLM,数据与算法,required,MODIFY
job_b53a8dfee205a03517a8::job_description::2134::span::03,job_b53a8dfee205a03517a8::job_description::2134,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解计算机/AI相关专业领域知识，熟悉深度学习算法、大模型框架、GPU、昇腾等AI知识栈,GPU,34,37,knowledge,GPU,AI基础设施,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2134::span::04,job_b53a8dfee205a03517a8::job_description::2134,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解计算机/AI相关专业领域知识，熟悉深度学习算法、大模型框架、GPU、昇腾等AI知识栈,昇腾,38,40,knowledge,Ascend,AI基础设施,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2135::span::01,job_b53a8dfee205a03517a8::job_description::2135,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,CUDA,18,22,knowledge,CUDA,AI基础设施,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2135::span::02,job_b53a8dfee205a03517a8::job_description::2135,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,TensorFlow,23,33,knowledge,TensorFlow,数据与算法,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2135::span::03,job_b53a8dfee205a03517a8::job_description::2135,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,自然语言处理,52,58,knowledge,NLP,数据与算法,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2135::span::04,job_b53a8dfee205a03517a8::job_description::2135,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,计算机视觉,59,64,knowledge,Computer Vision,数据与算法,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2135::span::05,job_b53a8dfee205a03517a8::job_description::2135,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,大模型,65,68,knowledge,LLM,数据与算法,required,MODIFY
job_b53a8dfee205a03517a8::job_description::2135::span::06,job_b53a8dfee205a03517a8::job_description::2135,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,模型训练,66,70,knowledge,模型训练,AI基础设施,required,MODIFY
job_b53a8dfee205a03517a8::job_description::2136::span::01,job_b53a8dfee205a03517a8::job_description::2136,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉PyTorch、TensorFlow、MindSpore等任意一种深度学习框架，熟悉CV/NLP/搜索推荐等AI研究方向,PyTorch,4,11,knowledge,PyTorch,数据与算法,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2136::span::02,job_b53a8dfee205a03517a8::job_description::2136,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉PyTorch、TensorFlow、MindSpore等任意一种深度学习框架，熟悉CV/NLP/搜索推荐等AI研究方向,TensorFlow,12,22,knowledge,TensorFlow,数据与算法,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2136::span::03,job_b53a8dfee205a03517a8::job_description::2136,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉PyTorch、TensorFlow、MindSpore等任意一种深度学习框架，熟悉CV/NLP/搜索推荐等AI研究方向,深度学习,37,41,knowledge,Deep Learning,数据与算法,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2136::span::04,job_b53a8dfee205a03517a8::job_description::2136,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉PyTorch、TensorFlow、MindSpore等任意一种深度学习框架，熟悉CV/NLP/搜索推荐等AI研究方向,NLP,49,52,knowledge,NLP,数据与算法,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2137::span::01,job_b53a8dfee205a03517a8::job_description::2137,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,4. 熟悉主流编程语言（如Python、C/C++等）及相关开发框架与工具，具备一定的编码与问题解决能力,Python,13,19,knowledge,Python,编程语言,required,ACCEPT
job_b53a8dfee205a03517a8::job_description::2137::span::02,job_b53a8dfee205a03517a8::job_description::2137,job_b53a8dfee205a03517a8,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,4. 熟悉主流编程语言（如Python、C/C++等）及相关开发框架与工具，具备一定的编码与问题解决能力,C++,22,25,knowledge,C++,编程语言,required,ACCEPT
job_9af895c8f7681516f3a9::tags::2138::span::01,job_9af895c8f7681516f3a9::tags::2138,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,tags,社会招聘；研发族；昇腾技术沟通部；5年经验；学历代码0,昇腾,9,11,knowledge,Ascend,AI基础设施,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2139::span::01,job_9af895c8f7681516f3a9::job_description::2139,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,AI解决方案行业SA(AI大模型、推荐、智创等OTT行业业务应用领域)岗位职责，具体如下：,大模型,13,16,knowledge,LLM,数据与算法,required,MODIFY
job_9af895c8f7681516f3a9::job_description::2140::span::01,job_9af895c8f7681516f3a9::job_description::2140,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解AI技术发展趋势，负责昇腾解决方案需求洞察、规划、解决方案设计、实施并参与项目落地，支撑中高层商业对话和技术交流,昇腾,15,17,knowledge,Ascend,AI基础设施,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2141::span::01,job_9af895c8f7681516f3a9::job_description::2141,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、丰富的AI系统架构设计经验，熟悉GPU/NPU等硬件处理器设计，具备丰富的大模型应用实践经验，对AI系统架构、昇腾/NV等主流芯片厂家硬件方案，硬件编译器、算子/算法开发、AI框架等有深刻理解和项目实战经验，互联网行业经验优先,GPU,18,21,knowledge,GPU,AI基础设施,preferred,ACCEPT
job_9af895c8f7681516f3a9::job_description::2141::span::02,job_9af895c8f7681516f3a9::job_description::2141,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、丰富的AI系统架构设计经验，熟悉GPU/NPU等硬件处理器设计，具备丰富的大模型应用实践经验，对AI系统架构、昇腾/NV等主流芯片厂家硬件方案，硬件编译器、算子/算法开发、AI框架等有深刻理解和项目实战经验，互联网行业经验优先,NPU,22,25,knowledge,NPU,AI基础设施,preferred,ACCEPT
job_9af895c8f7681516f3a9::job_description::2141::span::03,job_9af895c8f7681516f3a9::job_description::2141,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、丰富的AI系统架构设计经验，熟悉GPU/NPU等硬件处理器设计，具备丰富的大模型应用实践经验，对AI系统架构、昇腾/NV等主流芯片厂家硬件方案，硬件编译器、算子/算法开发、AI框架等有深刻理解和项目实战经验，互联网行业经验优先,大模型,39,42,knowledge,LLM,数据与算法,preferred,MODIFY
job_9af895c8f7681516f3a9::job_description::2141::span::04,job_9af895c8f7681516f3a9::job_description::2141,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、丰富的AI系统架构设计经验，熟悉GPU/NPU等硬件处理器设计，具备丰富的大模型应用实践经验，对AI系统架构、昇腾/NV等主流芯片厂家硬件方案，硬件编译器、算子/算法开发、AI框架等有深刻理解和项目实战经验，互联网行业经验优先,昇腾,57,59,knowledge,Ascend,AI基础设施,preferred,ACCEPT
job_9af895c8f7681516f3a9::job_description::2142::span::01,job_9af895c8f7681516f3a9::job_description::2142,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉ARM、X86、昇腾架构，有一定的软硬件解决方案构建经验者优先,ARM,4,7,knowledge,ARM,AI基础设施,preferred,ACCEPT
job_9af895c8f7681516f3a9::job_description::2142::span::02,job_9af895c8f7681516f3a9::job_description::2142,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉ARM、X86、昇腾架构，有一定的软硬件解决方案构建经验者优先,X86,8,11,knowledge,x86,AI基础设施,preferred,ACCEPT
job_9af895c8f7681516f3a9::job_description::2142::span::03,job_9af895c8f7681516f3a9::job_description::2142,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉ARM、X86、昇腾架构，有一定的软硬件解决方案构建经验者优先,昇腾,12,14,knowledge,Ascend,AI基础设施,preferred,ACCEPT
job_9af895c8f7681516f3a9::job_description::2143::span::01,job_9af895c8f7681516f3a9::job_description::2143,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解计算机/AI相关专业领域知识，熟悉深度学习算法、大模型框架、GPU、昇腾等AI知识栈,深度学习,21,25,knowledge,Deep Learning,数据与算法,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2143::span::02,job_9af895c8f7681516f3a9::job_description::2143,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解计算机/AI相关专业领域知识，熟悉深度学习算法、大模型框架、GPU、昇腾等AI知识栈,大模型,28,31,knowledge,LLM,数据与算法,required,MODIFY
job_9af895c8f7681516f3a9::job_description::2143::span::03,job_9af895c8f7681516f3a9::job_description::2143,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解计算机/AI相关专业领域知识，熟悉深度学习算法、大模型框架、GPU、昇腾等AI知识栈,GPU,34,37,knowledge,GPU,AI基础设施,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2143::span::04,job_9af895c8f7681516f3a9::job_description::2143,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,1、了解计算机/AI相关专业领域知识，熟悉深度学习算法、大模型框架、GPU、昇腾等AI知识栈,昇腾,38,40,knowledge,Ascend,AI基础设施,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2144::span::01,job_9af895c8f7681516f3a9::job_description::2144,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,CUDA,18,22,knowledge,CUDA,AI基础设施,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2144::span::02,job_9af895c8f7681516f3a9::job_description::2144,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,TensorFlow,23,33,knowledge,TensorFlow,数据与算法,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2144::span::03,job_9af895c8f7681516f3a9::job_description::2144,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,自然语言处理,52,58,knowledge,NLP,数据与算法,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2144::span::04,job_9af895c8f7681516f3a9::job_description::2144,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,计算机视觉,59,64,knowledge,Computer Vision,数据与算法,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2144::span::05,job_9af895c8f7681516f3a9::job_description::2144,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,大模型,65,68,knowledge,LLM,数据与算法,required,MODIFY
job_9af895c8f7681516f3a9::job_description::2144::span::06,job_9af895c8f7681516f3a9::job_description::2144,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,2. 精通AI核心技术，包括但不限于CUDA、TensorFlow、cuBLAS等异构软件开发工具，以及自然语言处理、计算机视觉、大模型训练与推理等AI能力,模型训练,66,70,knowledge,模型训练,AI基础设施,required,MODIFY
job_9af895c8f7681516f3a9::job_description::2145::span::01,job_9af895c8f7681516f3a9::job_description::2145,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉PyTorch、TensorFlow、MindSpore等任意一种深度学习框架，熟悉CV/NLP/搜索推荐等AI研究方向,PyTorch,4,11,knowledge,PyTorch,数据与算法,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2145::span::02,job_9af895c8f7681516f3a9::job_description::2145,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉PyTorch、TensorFlow、MindSpore等任意一种深度学习框架，熟悉CV/NLP/搜索推荐等AI研究方向,TensorFlow,12,22,knowledge,TensorFlow,数据与算法,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2145::span::03,job_9af895c8f7681516f3a9::job_description::2145,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉PyTorch、TensorFlow、MindSpore等任意一种深度学习框架，熟悉CV/NLP/搜索推荐等AI研究方向,深度学习,37,41,knowledge,Deep Learning,数据与算法,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2145::span::04,job_9af895c8f7681516f3a9::job_description::2145,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,3、熟悉PyTorch、TensorFlow、MindSpore等任意一种深度学习框架，熟悉CV/NLP/搜索推荐等AI研究方向,NLP,49,52,knowledge,NLP,数据与算法,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2146::span::01,job_9af895c8f7681516f3a9::job_description::2146,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,4. 熟悉主流编程语言（如Python、C/C++等）及相关开发框架与工具，具备一定的编码与问题解决能力,Python,13,19,knowledge,Python,编程语言,required,ACCEPT
job_9af895c8f7681516f3a9::job_description::2146::span::02,job_9af895c8f7681516f3a9::job_description::2146,job_9af895c8f7681516f3a9,AI解决方案行业专家(SA),enterprise,华为招聘,job_description,4. 熟悉主流编程语言（如Python、C/C++等）及相关开发框架与工具，具备一定的编码与问题解决能力,C++,22,25,knowledge,C++,编程语言,required,ACCEPT
job_78121f6baae36121567a::job_description::2147::span::01,job_78121f6baae36121567a::job_description::2147,job_78121f6baae36121567a,AI OS和运行时软件专家,enterprise,华为招聘,job_description,主导网络边缘智能的架构设计和关键技术突破，构建低延迟、高可靠和确定性的实时推理服务能力，使能基于LLM\VLM\VLA的多模态和具身智能应用在网络边缘规模化部署，构建业界领先的边缘智能能力,LLM,48,51,knowledge,LLM,数据与算法,required,MODIFY
job_78121f6baae36121567a::job_description::2147::span::02,job_78121f6baae36121567a::job_description::2147,job_78121f6baae36121567a,AI OS和运行时软件专家,enterprise,华为招聘,job_description,主导网络边缘智能的架构设计和关键技术突破，构建低延迟、高可靠和确定性的实时推理服务能力，使能基于LLM\VLM\VLA的多模态和具身智能应用在网络边缘规模化部署，构建业界领先的边缘智能能力,多模态,60,63,knowledge,Multimodal AI,数据与算法,required,ACCEPT
job_78121f6baae36121567a::job_description::2148::span::01,job_78121f6baae36121567a::job_description::2148,job_78121f6baae36121567a,AI OS和运行时软件专家,enterprise,华为招聘,job_description,洞察LLM/VLM\VLA等主流AI模型发展趋势和产业发展规律，提出网络边缘智能的技术愿景和路线，定义面向具身智能、XR和自动驾驶等高实时性场景的推理SLA指标体系,LLM,2,5,knowledge,LLM,数据与算法,required,MODIFY
job_78121f6baae36121567a::job_description::2149::span::01,job_78121f6baae36121567a::job_description::2149,job_78121f6baae36121567a,AI OS和运行时软件专家,enterprise,华为招聘,job_description,2、熟悉常用框架PyTorch/OpenVINO等，熟悉常用模型轻量化方法,PyTorch,8,15,knowledge,PyTorch,数据与算法,required,ACCEPT
job_78121f6baae36121567a::job_description::2150::span::01,job_78121f6baae36121567a::job_description::2150,job_78121f6baae36121567a,AI OS和运行时软件专家,enterprise,华为招聘,job_description,4、熟悉容器化与编排： 具备在Docker 环境下管理大规模边缘节点的经验，熟悉云原生 AI 推理流水线,Docker,15,21,knowledge,Docker,AI基础设施,required,MODIFY
job_78121f6baae36121567a::job_description::2151::span::01,job_78121f6baae36121567a::job_description::2151,job_78121f6baae36121567a,AI OS和运行时软件专家,enterprise,华为招聘,job_description,2、具备多模态系统集成经验，LLM/VLM 集成到硬件平台（如穿戴式设备、无人机或机械臂）,多模态,4,7,knowledge,Multimodal AI,数据与算法,required,ACCEPT
job_78121f6baae36121567a::job_description::2151::span::02,job_78121f6baae36121567a::job_description::2151,job_78121f6baae36121567a,AI OS和运行时软件专家,enterprise,华为招聘,job_description,2、具备多模态系统集成经验，LLM/VLM 集成到硬件平台（如穿戴式设备、无人机或机械臂）,LLM,14,17,knowledge,LLM,数据与算法,required,MODIFY
job_f56b756cc07d80e2a446::job_description::2152::span::01,job_f56b756cc07d80e2a446::job_description::2152,job_f56b756cc07d80e2a446,AI算子性能优化专家,enterprise,华为招聘,job_description,通过深度融合领域知识图谱与多智能体协作框架，确保海量存量基站代码的架构演进与自动化治理能力，支撑华为无线通信业务在复杂技术栈下持续保持高性能与高可靠性,多智能体,13,17,knowledge,multi-agent,数据与算法,required,MODIFY
job_f56b756cc07d80e2a446::job_description::2153::span::01,job_f56b756cc07d80e2a446::job_description::2153,job_f56b756cc07d80e2a446,AI算子性能优化专家,enterprise,华为招聘,job_description,1、导构建基于 AI 辅助的智能化研发流水线，通过“Spec驱动开发”与“Agent智能体工作流”，引领精锐技术团队实现从“传统代码编写者”向“AI系统架构师与契约定义者”的范式跃迁,Agent,37,42,knowledge,agent,数据与算法,required,MODIFY
