normalized_skill,kg_display_skill,skill_type,standard_categories,standard_jobs,first_seen_month,last_seen_month,first_seen_job_id,last_seen_job_id,mention_count,source_job_ids,source_count,sources,updated_at
机器学习,AI,traditional,AI算法; AI应用; AI安全; 算法; 软件研发; 数据; 测试质量; 安全; 技术支持; 自动驾驶; 芯片; 硬件; 产品,大模型算法工程师; AI Agent算法工程师; AI应用工程师; AI安全工程师; AIGC算法工程师; 多模态算法工程师; 语音算法工程师; 推荐算法工程师; 搜索算法工程师; 广告算法工程师; 风控算法工程师; 机器学习算法工程师; 数据挖掘算法工程师; 算法研究员; 算法工程师; C++开发工程师; 驱动开发工程师; 数据平台工程师; 数据分析师; 数据工程师; 大模型测试工程师; 网络安全工程师; 安全工程师; 解决方案工程师; 自动驾驶算法工程师; 控制算法工程师; 芯片测试工程师; 电源工程师; AI产品经理,2024-12,2026-07,GEN000002,GEN002186,433,GEN000002; GEN000003; GEN000004; GEN000005; GEN000007; GEN000008; GEN000011; GEN000013; GEN000014; GEN000017; GEN000019; GEN000022; GEN000023; GEN000024; GEN000025; GEN000029; GEN000030; GEN000032; GEN000034; GEN000035; GEN000036; GEN000037; GEN000039; GEN000042; GEN000045; GEN000047; GEN000048; GEN000051; GEN000055; GEN000056; GEN000057; GEN000060; GEN000062; GEN000064; GEN000066; GEN000067; GEN000068; GEN000069; GEN000072; GEN000074; GEN000076; GEN000078; GEN000080; GEN000082; GEN000087; GEN000089; GEN000090; GEN000092; GEN000094; GEN000095; GEN000097; GEN000099; GEN000100; GEN000103; GEN000104; GEN000106; GEN000107; GEN000111; GEN000112; GEN000113; GEN000192; GEN000194; GEN000196; GEN000199; GEN000202; GEN000206; GEN000208; GEN000210; GEN000214; GEN000216; GEN000218; GEN000221; GEN000222; GEN000225; GEN000226; GEN000230; GEN000232; GEN000235; GEN000237; GEN000239; GEN000241; GEN000243; GEN000308; GEN000310; GEN000311; GEN000312; GEN000313; GEN000314; GEN000317; GEN000319; GEN000321; GEN000322; GEN000326; GEN000327; GEN000329; GEN000331; GEN000332; GEN000333; GEN000334; GEN000337; GEN000339; GEN000341; GEN000342; GEN000343; GEN000344; GEN000345; GEN000346; GEN000348; GEN000350; GEN000351; GEN000353; GEN000357; GEN000358; GEN000360; GEN000362; GEN000363; GEN000364; GEN000368; GEN000370; GEN000375; GEN000379; GEN000380; GEN000381; GEN000383; GEN000386; GEN000387; GEN000390; GEN000391; GEN000393; GEN000475; GEN000477; GEN000478; GEN000480; GEN000481; GEN000482; GEN000483; GEN000484; GEN000487; GEN000489; GEN000491; GEN000492; GEN000494; GEN000496; GEN000497; GEN000499; GEN000500; GEN000502; GEN000505; GEN000506; GEN000507; GEN000510; GEN000512; GEN000513; GEN000515; GEN000517; GEN000518; GEN000519; GEN000520; GEN000521; GEN000523; GEN000524; GEN000525; GEN000528; GEN000529; GEN000531; GEN000532; GEN000534; GEN000535; GEN000536; GEN000538; GEN000539; GEN000540; GEN000543; GEN000544; GEN000545; GEN000546; GEN000548; GEN000549; GEN000552; GEN000558; GEN000560; GEN000563; GEN000564; GEN000566; GEN000567; GEN000570; GEN000571; GEN000573; GEN000575; GEN000576; GEN000579; GEN000580; GEN000582; GEN000583; GEN000586; GEN000587; GEN000588; GEN000589; GEN000590; GEN000591; GEN000593; GEN000595; GEN000597; GEN000600; GEN000601; GEN000602; GEN000603; GEN000605; GEN000608; GEN000610; GEN000611; GEN000614; GEN000615; GEN000616; GEN000617; GEN000618; GEN000620; GEN000622; GEN000624; GEN000626; GEN000627; GEN000628; GEN000631; GEN000633; GEN000634; GEN000636; GEN000637; GEN000638; GEN000640; GEN000641; GEN000644; GEN000646; GEN000647; GEN000649; GEN000650; GEN000652; GEN000654; GEN000655; GEN000656; GEN000658; GEN000659; GEN000662; GEN000663; GEN000666; GEN000667; GEN000669; GEN000670; GEN000673; GEN000675; GEN000676; GEN000677; GEN000679; GEN000681; GEN000682; GEN000684; GEN000685; GEN000686; GEN000687; GEN000688; GEN000689; GEN000691; GEN000692; GEN000693; GEN000694; GEN000696; GEN000697; GEN000698; GEN000699; GEN000701; GEN000703; GEN000704; GEN000706; GEN000707; GEN000709; GEN000710; GEN000713; GEN000715; GEN000716; GEN000718; GEN000719; GEN000720; GEN000721; GEN000722; GEN000724; GEN000726; GEN000727; GEN000729; GEN000731; GEN000732; GEN000735; GEN000736; GEN000740; GEN000743; GEN000748; GEN000751; GEN000754; GEN000755; GEN000758; GEN000759; GEN000763; GEN000765; GEN000767; GEN000768; GEN000772; GEN000774; GEN000775; GEN000947; GEN000970; GEN001211; GEN001213; GEN001214; GEN001215; GEN001216; GEN001217; GEN001218; GEN001219; GEN001220; GEN001222; GEN001224; GEN001225; GEN001228; GEN001230; GEN001231; GEN001232; GEN001234; GEN001235; GEN001238; GEN001240; GEN001241; GEN001243; GEN001245; GEN001247; GEN001250; GEN001251; GEN001409; GEN001436; GEN001437; GEN001438; GEN001440; GEN001441; GEN001442; GEN001443; GEN001444; GEN001445; GEN001447; GEN001448; GEN001450; GEN001451; GEN001453; GEN001454; GEN001455; GEN001456; GEN001457; GEN001458; GEN001459; GEN001460; GEN001461; GEN001462; GEN001464; GEN001465; GEN001466; GEN001467; GEN001481; GEN001487; GEN001488; GEN001489; GEN001490; GEN001492; GEN001493; GEN001494; GEN001497; GEN001498; GEN001500; GEN001503; GEN001505; GEN001507; GEN001509; GEN001512; GEN001514; GEN001518; GEN001521; GEN001524; GEN001527; GEN001528; GEN001720; GEN001761; GEN001764; GEN001765; GEN001766; GEN001769; GEN001771; GEN001772; GEN001773; GEN001775; GEN001776; GEN001779; GEN001781; GEN001782; GEN001784; GEN001785; GEN001787; GEN001788; GEN001791; GEN001792; GEN001793; GEN001794; GEN001795; GEN001902; GEN001904; GEN001905; GEN001910; GEN001913; GEN001917; GEN001998; GEN002018; GEN002019; GEN002027; GEN002176; GEN002177; GEN002178; GEN002179; GEN002180; GEN002181; GEN002182; GEN002183; GEN002184; GEN002185; GEN002186; GEN002193; GEN002195; GEN002197; GEN002304; GEN002315,433,base_event_stream,2026-07-28T09:24:54+00:00
查询优化,数据工程,traditional,数据,数据分析师,2025-10,2026-06,GEN001450,GEN001464,2,GEN001450; GEN001464,2,base_event_stream,2026-07-28T09:24:54+00:00
标定校准,机器人与自动驾驶,traditional,技术支持,解决方案工程师,2024-12,2024-12,GEN001898,GEN001898,1,GEN001898,1,base_event_stream,2026-07-28T09:24:54+00:00
模型压缩,大模型,new,AI基础设施; AI算法; 软件研发; 自动驾驶; 通信,AI Infra工程师; 计算机视觉算法工程师; 算法工程师; C++开发工程师; 嵌入式软件工程师; 自动驾驶算法工程师; 通信工程师,2024-12,2026-07,GEN000245,GEN002005,103,GEN000245; GEN000247; GEN000248; GEN000249; GEN000251; GEN000254; GEN000257; GEN000258; GEN000260; GEN000261; GEN000263; GEN000264; GEN000266; GEN000268; GEN000269; GEN000271; GEN000273; GEN000275; GEN000277; GEN000282; GEN000283; GEN000286; GEN000287; GEN000290; GEN000291; GEN000292; GEN000293; GEN000295; GEN000297; GEN000298; GEN000300; GEN000302; GEN000304; GEN000305; GEN000306; GEN000447; GEN000449; GEN000450; GEN000453; GEN000454; GEN000455; GEN000456; GEN000458; GEN000459; GEN000461; GEN000464; GEN000465; GEN000466; GEN000467; GEN000468; GEN000470; GEN000472; GEN000473; GEN000474; GEN000720; GEN000721; GEN000723; GEN000724; GEN000726; GEN000727; GEN000731; GEN000734; GEN000737; GEN000740; GEN000741; GEN000743; GEN000745; GEN000747; GEN000750; GEN000751; GEN000754; GEN000757; GEN000763; GEN000764; GEN000767; GEN000768; GEN000769; GEN000772; GEN000773; GEN000775; GEN000776; GEN000946; GEN000947; GEN000953; GEN000959; GEN000963; GEN001205; GEN001977; GEN001999; GEN002001; GEN002002; GEN002005; GEN002071; GEN002072; GEN002074; GEN002075; GEN002077; GEN002078; GEN002080; GEN002082; GEN002083; GEN002085; GEN002088,103,base_event_stream,2026-07-28T09:24:54+00:00
模型安全,大模型,new,AI算法; AI安全; 测试质量; 安全; 技术支持; 产品,AI Agent算法工程师; AI安全工程师; 大模型测试工程师; 网络安全工程师; 信息安全工程师; 解决方案工程师; AI产品经理,2025-01,2026-07,GEN000225,GEN001760,80,GEN000073; GEN000225; GEN000226; GEN000227; GEN000229; GEN000232; GEN000234; GEN000236; GEN000238; GEN000241; GEN000242; GEN000243; GEN001490; GEN001492; GEN001493; GEN001495; GEN001497; GEN001498; GEN001500; GEN001503; GEN001504; GEN001507; GEN001509; GEN001511; GEN001513; GEN001514; GEN001516; GEN001517; GEN001519; GEN001521; GEN001522; GEN001524; GEN001525; GEN001528; GEN001705; GEN001706; GEN001707; GEN001708; GEN001709; GEN001710; GEN001711; GEN001713; GEN001715; GEN001717; GEN001718; GEN001719; GEN001720; GEN001721; GEN001722; GEN001723; GEN001724; GEN001725; GEN001726; GEN001728; GEN001731; GEN001732; GEN001734; GEN001735; GEN001736; GEN001737; GEN001738; GEN001739; GEN001740; GEN001742; GEN001744; GEN001745; GEN001746; GEN001747; GEN001749; GEN001750; GEN001752; GEN001753; GEN001754; GEN001756; GEN001757; GEN001758; GEN001759; GEN001760; GEN001933; GEN002316,80,base_event_stream,2026-07-28T09:24:54+00:00
模型工程,大模型,new,AI应用; AI基础设施; AI算法; 软件研发; 测试质量; 基础设施; 技术支持,大模型应用工程师; AI Infra工程师; 多模态算法工程师; 软件架构师; 测试开发工程师; DevOps工程师; 解决方案工程师,2024-12,2026-07,GEN000115,GEN001637,38,GEN000115; GEN000118; GEN000120; GEN000121; GEN000122; GEN000123; GEN000124; GEN000125; GEN000126; GEN000128; GEN000129; GEN000132; GEN000133; GEN000136; GEN000137; GEN000140; GEN000141; GEN000142; GEN000144; GEN000148; GEN000149; GEN000151; GEN000152; GEN000246; GEN000348; GEN001273; GEN001580; GEN001626; GEN001627; GEN001628; GEN001629; GEN001630; GEN001632; GEN001633; GEN001634; GEN001635; GEN001637; GEN001936,38,base_event_stream,2026-07-28T09:24:54+00:00
模型并行,大模型,new,AI基础设施; 软件研发; 基础设施,AI Infra工程师; 后端开发工程师; 系统软件工程师; DevOps工程师,2024-12,2026-07,GEN000247,GEN001637,31,GEN000247; GEN000796; GEN001141; GEN001143; GEN001144; GEN001145; GEN001147; GEN001149; GEN001150; GEN001152; GEN001153; GEN001155; GEN001157; GEN001159; GEN001162; GEN001163; GEN001165; GEN001166; GEN001167; GEN001169; GEN001174; GEN001175; GEN001176; GEN001177; GEN001629; GEN001630; GEN001632; GEN001633; GEN001634; GEN001635; GEN001637,31,base_event_stream,2026-07-28T09:24:54+00:00
模型微调,大模型,new,AI算法; AI应用; 软件研发; 测试质量; 技术支持,AI Agent算法工程师; 大模型应用工程师; 后端开发工程师; 测试开发工程师; 解决方案工程师,2024-12,2026-07,GEN000116,GEN001940,39,GEN000055; GEN000098; GEN000116; GEN000117; GEN000119; GEN000121; GEN000122; GEN000123; GEN000124; GEN000125; GEN000126; GEN000127; GEN000129; GEN000131; GEN000134; GEN000135; GEN000137; GEN000139; GEN000141; GEN000142; GEN000144; GEN000145; GEN000147; GEN000149; GEN000150; GEN000152; GEN000789; GEN001567; GEN001925; GEN001926; GEN001928; GEN001930; GEN001933; GEN001935; GEN001936; GEN001937; GEN001938; GEN001939; GEN001940,39,base_event_stream,2026-07-28T09:24:54+00:00
模型推理,大模型,new,AI算法; 软件研发; 基础设施,AI Agent算法工程师; 后端开发工程师; 系统软件工程师; 软件架构师; DevOps工程师; 云计算工程师,2024-12,2026-07,GEN001142,GEN001699,46,GEN000075; GEN000781; GEN001142; GEN001143; GEN001145; GEN001146; GEN001149; GEN001151; GEN001152; GEN001154; GEN001155; GEN001157; GEN001159; GEN001161; GEN001163; GEN001165; GEN001166; GEN001168; GEN001170; GEN001172; GEN001173; GEN001174; GEN001178; GEN001274; GEN001627; GEN001628; GEN001629; GEN001631; GEN001632; GEN001633; GEN001634; GEN001636; GEN001637; GEN001681; GEN001683; GEN001685; GEN001686; GEN001687; GEN001688; GEN001689; GEN001691; GEN001693; GEN001694; GEN001696; GEN001698; GEN001699,46,base_event_stream,2026-07-28T09:24:54+00:00
模型服务化,大模型,new,AI应用; 软件研发; 测试质量; 基础设施; 技术支持; 产品,大模型应用工程师; 后端开发工程师; 软件架构师; 测试开发工程师; DevOps工程师; 云计算工程师; 解决方案工程师; AI产品经理,2024-12,2026-07,GEN000115,GEN001941,85,GEN000115; GEN000779; GEN000781; GEN000782; GEN000783; GEN000784; GEN000785; GEN000786; GEN000788; GEN000790; GEN000793; GEN000795; GEN000798; GEN000799; GEN000801; GEN000803; GEN000806; GEN000809; GEN000813; GEN000815; GEN000816; GEN001259; GEN001261; GEN001262; GEN001264; GEN001266; GEN001268; GEN001269; GEN001273; GEN001274; GEN001276; GEN001280; GEN001282; GEN001284; GEN001286; GEN001287; GEN001290; GEN001291; GEN001292; GEN001295; GEN001296; GEN001298; GEN001300; GEN001552; GEN001562; GEN001623; GEN001624; GEN001625; GEN001626; GEN001627; GEN001628; GEN001629; GEN001631; GEN001632; GEN001633; GEN001634; GEN001635; GEN001638; GEN001680; GEN001683; GEN001684; GEN001686; GEN001687; GEN001688; GEN001689; GEN001690; GEN001693; GEN001694; GEN001695; GEN001698; GEN001699; GEN001919; GEN001921; GEN001925; GEN001926; GEN001929; GEN001930; GEN001932; GEN001935; GEN001936; GEN001937; GEN001938; GEN001939; GEN001941; GEN002332,85,base_event_stream,2026-07-28T09:24:54+00:00
模型训练,大模型,new,算法; 数据; 安全; 机器人; 自动驾驶,数据挖掘算法工程师; 数据仓库工程师; 数据分析师; 网络安全工程师; 机器人算法工程师; 自动驾驶算法工程师,2025-06,2026-07,GEN000672,GEN002004,15,GEN000672; GEN000679; GEN001390; GEN001448; GEN001449; GEN001453; GEN001460; GEN001466; GEN001716; GEN001947; GEN001950; GEN001951; GEN001953; GEN001955; GEN002004,15,base_event_stream,2026-07-28T09:24:54+00:00
模型评测,大模型,new,AI算法; AI应用; AI安全; 测试质量; 技术支持,AI Agent算法工程师; 大模型应用工程师; AI安全工程师; 大模型测试工程师; 测试开发工程师; 质量工程师; 解决方案工程师,2024-12,2026-07,GEN001487,web_202607_20260730184035726988_job_05e47dfd,48,GEN000056; GEN000105; GEN000119; GEN000224; GEN000227; GEN000229; GEN000231; GEN000233; GEN000235; GEN000236; GEN000239; GEN000241; GEN000242; GEN000244; GEN001487; GEN001489; GEN001491; GEN001492; GEN001493; GEN001494; GEN001497; GEN001499; GEN001500; GEN001503; GEN001505; GEN001506; GEN001509; GEN001510; GEN001511; GEN001512; GEN001515; GEN001516; GEN001517; GEN001519; GEN001520; GEN001523; GEN001528; GEN001530; GEN001547; GEN001596; GEN001598; GEN001599; GEN001601; GEN001602; GEN001931; web_202607_20260730182901742050_job_623c31d9; web_202607_20260730183017711285_job_16a9e0a5; web_202607_20260730184035726988_job_05e47dfd,48,base_event_stream; web_app_review,2026-07-30T10:41:03+00:00
模型调优,大模型,new,AI算法; AI安全; 测试质量; 产品,AI Agent算法工程师; AI安全工程师; 大模型测试工程师; AI产品经理,2025-05,2026-05,GEN000231,GEN000244,12,GEN000078; GEN000231; GEN000232; GEN000233; GEN000234; GEN000236; GEN000238; GEN000240; GEN000241; GEN000244; GEN001511; GEN002324,12,base_event_stream,2026-07-28T09:24:54+00:00
模型部署,大模型,new,软件研发; 测试质量; 基础设施; 技术支持,后端开发工程师; 软件架构师; 测试开发工程师; DevOps工程师; 云计算工程师; 解决方案工程师,2024-12,2026-07,GEN000780,GEN001940,43,GEN000780; GEN001275; GEN001571; GEN001623; GEN001624; GEN001625; GEN001626; GEN001627; GEN001628; GEN001629; GEN001631; GEN001632; GEN001633; GEN001634; GEN001635; GEN001638; GEN001680; GEN001681; GEN001682; GEN001685; GEN001686; GEN001687; GEN001688; GEN001689; GEN001690; GEN001692; GEN001694; GEN001695; GEN001698; GEN001699; GEN001920; GEN001922; GEN001924; GEN001927; GEN001928; GEN001930; GEN001932; GEN001934; GEN001936; GEN001937; GEN001938; GEN001939; GEN001940,43,base_event_stream,2026-07-28T09:24:54+00:00
模式识别,AI,new,软件研发,嵌入式软件工程师,2026-02,2026-02,GEN001203,GEN001203,1,GEN001203,1,base_event_stream,2026-07-28T09:24:54+00:00
模拟电路设计,硬件与芯片,traditional,测试质量; 多媒体; 芯片; 硬件,质量工程师; 图形图像工程师; 芯片验证工程师; 电源工程师; 硬件工程师,2024-12,2026-07,GEN002139,GEN002218,33,GEN001593; GEN001594; GEN002033; GEN002050; GEN002139; GEN002161; GEN002187; GEN002188; GEN002189; GEN002190; GEN002191; GEN002193; GEN002194; GEN002196; GEN002197; GEN002199; GEN002201; GEN002202; GEN002203; GEN002205; GEN002206; GEN002208; GEN002210; GEN002212; GEN002213; GEN002214; GEN002215; GEN002217; GEN002218; GEN002268; GEN002278; GEN002280; GEN002299,33,base_event_stream,2026-07-28T09:24:54+00:00
汇编语言,编程语言,traditional,软件研发; 基础设施; 安全,Python开发工程师; iOS开发工程师; DevOps工程师; 安全工程师; 服务器工程师,2024-12,2026-05,GEN001620,GEN001853,14,GEN000997; GEN001127; GEN001132; GEN001136; GEN001620; GEN001621; GEN001761; GEN001775; GEN001791; GEN001821; GEN001834; GEN001841; GEN001846; GEN001853,14,base_event_stream,2026-07-28T09:24:54+00:00
汽车电子,行业应用,traditional,机器人; 自动驾驶; 硬件,机器人软件工程师; 自动驾驶算法工程师; 电源工程师; 硬件工程师,2024-12,2026-07,GEN001959,GEN002219,44,GEN001959; GEN001960; GEN001961; GEN001962; GEN001963; GEN001964; GEN001965; GEN001966; GEN001967; GEN001968; GEN001969; GEN001970; GEN001971; GEN001972; GEN001976; GEN001990; GEN001993; GEN001999; GEN002005; GEN002188; GEN002189; GEN002190; GEN002193; GEN002194; GEN002195; GEN002196; GEN002197; GEN002198; GEN002200; GEN002202; GEN002203; GEN002205; GEN002206; GEN002207; GEN002208; GEN002210; GEN002212; GEN002213; GEN002214; GEN002216; GEN002218; GEN002219; GEN002270; GEN002285,44,base_event_stream,2026-07-28T09:24:54+00:00
流式计算,数据工程,traditional,安全,信息安全工程师,2025-10,2025-10,GEN001743,GEN001743,1,GEN001743,1,base_event_stream,2026-07-28T09:24:54+00:00
流程自动化,软件工程,traditional,软件研发; 安全; 多媒体,嵌入式软件工程师; 网络安全工程师; 图形图像工程师,2025-06,2026-07,GEN001192,GEN001727,4,GEN001192; GEN001727; GEN002041; GEN002044,4,base_event_stream,2026-07-28T09:24:54+00:00
消息队列,数据工程,traditional,AI应用; 软件研发; 基础设施,AI应用工程师; 后端开发工程师; Java开发工程师; Go开发工程师; 软件开发工程师; 网络工程师; 服务器工程师,2024-12,2026-07,GEN000779,GEN001344,73,GEN000197; GEN000779; GEN000781; GEN000782; GEN000783; GEN000784; GEN000785; GEN000786; GEN000789; GEN000790; GEN000793; GEN000795; GEN000798; GEN000800; GEN000801; GEN000803; GEN000804; GEN000806; GEN000807; GEN000809; GEN000811; GEN000812; GEN000814; GEN000815; GEN000901; GEN000903; GEN000904; GEN000905; GEN000906; GEN000907; GEN000909; GEN000911; GEN000912; GEN000913; GEN000915; GEN000917; GEN000918; GEN000921; GEN000923; GEN000925; GEN000927; GEN000929; GEN000931; GEN000932; GEN000933; GEN000934; GEN001007; GEN001301; GEN001302; GEN001303; GEN001304; GEN001307; GEN001309; GEN001310; GEN001311; GEN001314; GEN001315; GEN001318; GEN001319; GEN001320; GEN001321; GEN001327; GEN001328; GEN001329; GEN001331; GEN001333; GEN001336; GEN001339; GEN001340; GEN001343; GEN001344; GEN001797; GEN001856,73,base_event_stream,2026-07-28T09:24:54+00:00
深度学习,AI,traditional,AI算法; 算法; 数据; 安全; 技术支持; 自动驾驶; 多媒体; 通信; 芯片; 硬件; 产品,大模型算法工程师; AI Agent算法工程师; AIGC算法工程师; 计算机视觉算法工程师; 语音算法工程师; 推荐算法工程师; 搜索算法工程师; 广告算法工程师; 风控算法工程师; 机器学习算法工程师; 数据挖掘算法工程师; 算法研究员; 算法工程师; 数据开发工程师; 数据工程师; 信息安全工程师; 技术支持工程师; 解决方案工程师; 自动驾驶算法工程师; 控制算法工程师; 音视频工程师; 通信工程师; 芯片测试工程师; 电源工程师; AI产品经理,2024-12,2026-07,GEN000002,GEN002219,334,GEN000002; GEN000003; GEN000004; GEN000005; GEN000007; GEN000008; GEN000010; GEN000013; GEN000014; GEN000017; GEN000020; GEN000021; GEN000023; GEN000025; GEN000026; GEN000028; GEN000029; GEN000030; GEN000031; GEN000033; GEN000036; GEN000039; GEN000040; GEN000045; GEN000048; GEN000050; GEN000051; GEN000053; GEN000054; GEN000059; GEN000060; GEN000063; GEN000064; GEN000066; GEN000070; GEN000071; GEN000072; GEN000076; GEN000077; GEN000079; GEN000082; GEN000087; GEN000089; GEN000092; GEN000093; GEN000095; GEN000096; GEN000098; GEN000100; GEN000102; GEN000105; GEN000107; GEN000109; GEN000111; GEN000112; GEN000114; GEN000308; GEN000310; GEN000311; GEN000312; GEN000313; GEN000314; GEN000317; GEN000320; GEN000322; GEN000326; GEN000328; GEN000329; GEN000330; GEN000333; GEN000337; GEN000339; GEN000340; GEN000342; GEN000343; GEN000344; GEN000446; GEN000448; GEN000451; GEN000452; GEN000454; GEN000455; GEN000456; GEN000457; GEN000460; GEN000462; GEN000463; GEN000465; GEN000466; GEN000467; GEN000469; GEN000471; GEN000472; GEN000473; GEN000474; GEN000476; GEN000477; GEN000479; GEN000480; GEN000481; GEN000482; GEN000483; GEN000484; GEN000486; GEN000489; GEN000490; GEN000493; GEN000494; GEN000496; GEN000499; GEN000501; GEN000504; GEN000505; GEN000509; GEN000512; GEN000514; GEN000516; GEN000517; GEN000519; GEN000521; GEN000522; GEN000523; GEN000524; GEN000526; GEN000527; GEN000529; GEN000530; GEN000532; GEN000533; GEN000535; GEN000536; GEN000538; GEN000540; GEN000541; GEN000543; GEN000544; GEN000545; GEN000546; GEN000547; GEN000548; GEN000550; GEN000553; GEN000554; GEN000556; GEN000559; GEN000560; GEN000564; GEN000567; GEN000568; GEN000569; GEN000571; GEN000573; GEN000574; GEN000577; GEN000578; GEN000579; GEN000582; GEN000583; GEN000586; GEN000587; GEN000588; GEN000589; GEN000590; GEN000592; GEN000593; GEN000595; GEN000597; GEN000599; GEN000600; GEN000603; GEN000604; GEN000606; GEN000607; GEN000608; GEN000610; GEN000612; GEN000613; GEN000615; GEN000616; GEN000617; GEN000619; GEN000620; GEN000623; GEN000624; GEN000626; GEN000627; GEN000628; GEN000630; GEN000632; GEN000635; GEN000636; GEN000637; GEN000638; GEN000640; GEN000642; GEN000644; GEN000645; GEN000647; GEN000649; GEN000650; GEN000652; GEN000654; GEN000655; GEN000656; GEN000659; GEN000661; GEN000664; GEN000666; GEN000667; GEN000669; GEN000670; GEN000672; GEN000675; GEN000678; GEN000680; GEN000681; GEN000683; GEN000684; GEN000685; GEN000686; GEN000687; GEN000689; GEN000690; GEN000691; GEN000692; GEN000695; GEN000697; GEN000698; GEN000699; GEN000701; GEN000702; GEN000704; GEN000708; GEN000711; GEN000712; GEN000714; GEN000715; GEN000718; GEN000720; GEN000721; GEN000722; GEN000724; GEN000726; GEN000728; GEN000729; GEN000731; GEN000732; GEN000733; GEN000734; GEN000736; GEN000738; GEN000739; GEN000740; GEN000742; GEN000743; GEN000746; GEN000747; GEN000749; GEN000751; GEN000754; GEN000755; GEN000757; GEN000761; GEN000763; GEN000765; GEN000767; GEN000768; GEN000769; GEN000774; GEN000775; GEN000777; GEN000778; GEN001345; GEN001481; GEN001754; GEN001757; GEN001869; GEN001894; GEN001903; GEN001974; GEN001975; GEN001977; GEN001979; GEN001980; GEN001982; GEN001983; GEN001984; GEN001985; GEN001986; GEN001988; GEN001990; GEN001992; GEN001994; GEN001995; GEN001997; GEN001998; GEN002000; GEN002001; GEN002006; GEN002015; GEN002020; GEN002057; GEN002071; GEN002072; GEN002073; GEN002075; GEN002077; GEN002079; GEN002082; GEN002084; GEN002086; GEN002087; GEN002176; GEN002177; GEN002178; GEN002179; GEN002180; GEN002181; GEN002182; GEN002183; GEN002184; GEN002185; GEN002186; GEN002191; GEN002195; GEN002201; GEN002203; GEN002208; GEN002219; GEN002305; GEN002306; GEN002307; GEN002311; GEN002312,334,base_event_stream,2026-07-28T09:24:54+00:00
深度学习框架,AI,traditional,算法; 多媒体,推荐算法工程师; 图形图像工程师; 音视频工程师,2025-01,2025-05,GEN002057,GEN002036,4,GEN000521; GEN000523; GEN002036; GEN002057,4,base_event_stream,2026-07-28T09:24:54+00:00
混沌工程,软件工程,traditional,AI基础设施,AI Infra工程师,2026-05,2026-05,GEN000303,GEN000303,1,GEN000303,1,base_event_stream,2026-07-28T09:24:54+00:00
游戏与图形开发,游戏与图形,traditional,AI算法; 软件研发; 数据; 多媒体,算法研究员; iOS开发工程师; 嵌入式软件工程师; 数据工程师; 图形图像工程师,2024-12,2026-07,GEN001181,GEN002054,32,GEN000682; GEN000690; GEN000702; GEN000706; GEN001132; GEN001181; GEN001184; GEN001188; GEN001479; GEN001480; GEN002030; GEN002031; GEN002032; GEN002034; GEN002035; GEN002036; GEN002037; GEN002038; GEN002039; GEN002040; GEN002041; GEN002042; GEN002043; GEN002045; GEN002046; GEN002047; GEN002049; GEN002050; GEN002051; GEN002052; GEN002053; GEN002054,32,base_event_stream,2026-07-28T09:24:54+00:00
版图设计,硬件与芯片,traditional,多媒体,图形图像工程师,2025-02,2026-04,GEN002032,GEN002051,5,GEN002032; GEN002034; GEN002037; GEN002041; GEN002051,5,base_event_stream,2026-07-28T09:24:54+00:00
物联网,工业与物联网,new,软件研发; 硬件,嵌入式软件工程师; 软件架构师; 硬件工程师,2025-01,2026-05,GEN001183,GEN002299,9,GEN001183; GEN001187; GEN001203; GEN001208; GEN001257; GEN002282; GEN002287; GEN002294; GEN002299,9,base_event_stream,2026-07-28T09:24:54+00:00
特征工程,数据工程,traditional,数据; 安全,数据分析师; 信息安全工程师,2024-12,2026-05,GEN001730,GEN001461,4,GEN001456; GEN001460; GEN001461; GEN001730,4,base_event_stream,2026-07-28T09:24:54+00:00
知识图谱,知识图谱,new,AI算法; AI应用; 算法; 软件研发; 数据; 技术支持; 产品,AI Agent算法工程师; AI Agent应用工程师; NLP算法工程师; 搜索算法工程师; 后端开发工程师; 数据开发工程师; 解决方案工程师; AI产品经理; 大模型应用工程师,2024-12,2026-07,GEN000566,web_202607_20260730184035726988_job_05e47dfd,74,GEN000053; GEN000159; GEN000395; GEN000396; GEN000398; GEN000400; GEN000402; GEN000403; GEN000405; GEN000407; GEN000408; GEN000409; GEN000410; GEN000412; GEN000414; GEN000417; GEN000419; GEN000420; GEN000422; GEN000424; GEN000425; GEN000427; GEN000429; GEN000431; GEN000433; GEN000436; GEN000437; GEN000439; GEN000441; GEN000444; GEN000445; GEN000566; GEN000570; GEN000571; GEN000573; GEN000574; GEN000576; GEN000579; GEN000580; GEN000582; GEN000785; GEN001353; GEN001355; GEN001357; GEN001359; GEN001361; GEN001362; GEN001363; GEN001364; GEN001366; GEN001368; GEN001370; GEN001372; GEN001373; GEN001375; GEN001377; GEN001919; GEN001920; GEN001923; GEN001924; GEN001926; GEN001928; GEN001931; GEN001933; GEN001934; GEN001936; GEN001937; GEN001938; GEN001939; GEN001941; GEN002325; web_202607_20260730182901742050_job_623c31d9; web_202607_20260730183017711285_job_16a9e0a5; web_202607_20260730184035726988_job_05e47dfd,74,base_event_stream; web_app_review,2026-07-30T10:41:03+00:00
